primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first
the greg kihn band,1981,"""The Breakup Song (They Don't Write 'Em)""","""the greg kihn band""",TRUE,2,Stingray Music (Karaoke),2011-02-04,Stingray Music (Karaoke),1980,FALSE,47,1,1,TRUE
the alan parsons project,1981,"""Time""","""the alan parsons project""",TRUE,3,Warner Records,1975,Warner Records,1980,FALSE,48,2,1.4142135623730951,TRUE
bruce springsteen,1981,"""Hungry Heart""","""bruce springsteen""",TRUE,9,Columbia,1980-10-17,Columbia,1980,TRUE,49,8,2.8284271247461903,TRUE
franke and the knockouts,1981,"""Sweetheart""","""franke and the knockouts""",TRUE,1,Warner Records,2002-07-09,Warner Records,1980,FALSE,50,0,0,FALSE
terri gibbs,1981,"""Somebody's Knockin'""","""terri gibbs""",TRUE,1,RLG/Legacy,1984,RLG; Legacy,1980,TRUE,51,0,0,FALSE
tierra,1981,"""Together""","""tierra""",TRUE,1,Boardwalk Records,1980-09-06,Boardwalk Records,1980,FALSE,53,0,0,FALSE
dottie west,1981,"""What Are We Doin' in Love""","[""dottie west"",""kenny rogers""]",TRUE,1,EMI Music Nashville (ERN),1979-11-01,EMI Music Nashville (ERN),1980,FALSE,55,0,0,FALSE
journey,1981,"""Who's Crying Now""","""journey""",TRUE,6,Rhino/Elektra,1977,Rhino; Elektra,1980,TRUE,56,5,2.23606797749979,TRUE
the police,1981,"""De Do Do Do, De Da Da Da""","""the police""",TRUE,5,Polydor Records,1979-10-02,Polydor Records,1980,FALSE,57,4,2,TRUE
gary u.s. bonds,1981,"""This Little Girl""","""gary u.s. bonds""",TRUE,1,Varese Sarabande,1998-01-01,Varese Sarabande,1980,FALSE,58,0,0,FALSE
stevie nicks,1981,"""Stop Draggin' My Heart Around""","[""stevie nicks"",""tom petty""]",TRUE,5,Rhino Atlantic,1981-07-27,Rhino Atlantic,1980,TRUE,59,4,2,TRUE
delbert mcclinton,1981,"""Giving It Up for Your Love""","""delbert mcclinton""",TRUE,1,Hip-O (UC),1999-01-01,Hip-O (UC),1980,FALSE,60,0,0,FALSE
john cougar,1981,"""Ain't Even Done with the Night""","""john cougar""",TRUE,3,John Mellencamp 2023 (Island),1980,John Mellencamp 2023 (Island),1980,FALSE,63,2,1.4142135623730951,TRUE
steve winwood,1981,"""While You See a Chance""","""steve winwood""",TRUE,6,Universal Music Group International,1980-12-31,Universal Music Group International,1980,FALSE,68,5,2.23606797749979,TRUE
billy squier,1981,"""The Stroke""","""billy squier""",TRUE,2,Capitol Records,1981,Capitol Records,1980,TRUE,76,1,1,TRUE
alabama,1981,"""Feels So Right""","""alabama""",TRUE,3,RLG/Legacy,1980,RLG; Legacy,1980,TRUE,77,2,1.4142135623730951,TRUE
stanley clarke,1981,"""Sweet Baby""","[""stanley clarke"",""george duke""]",TRUE,1,Epic,1981,Epic,1980,FALSE,78,0,0,FALSE
john schneider,1981,"""It's Now or Never""","""john schneider""",TRUE,1,Columbia/Legacy,1973-11-07,Columbia; Legacy,1980,TRUE,82,0,0,FALSE
devo,1981,"""Whip It""","""devo""",TRUE,1,Warner Records,1980,Warner Records,1980,FALSE,94,0,0,FALSE
rosanne cash,1981,"""Seven Year Ache""","""rosanne cash""",TRUE,1,RumbleStrip Records,1981-01-01,RumbleStrip Records,1980,FALSE,97,0,0,FALSE
survivor,1982,"""Eye of the Tiger""","""survivor""",TRUE,5,Volcano,1982,Volcano,1980,FALSE,2,4,2,TRUE
joan jett,1982,"""I Love Rock 'n Roll""","[""joan jett"",""the blackhearts""]",TRUE,2,Legacy Recordings,1981-11-18,Legacy Recordings,1980,FALSE,3,1,1,TRUE
the j. geils band,1982,"""Centerfold""","""the j. geils band""",TRUE,2,EMI/EMI Records (USA),1981,EMI; EMI Records (USA),1980,FALSE,5,1,1,TRUE
the human league,1982,"""Don't You Want Me""","""the human league""",TRUE,3,Virgin Records,1981,Virgin Records,1980,FALSE,6,2,1.4142135623730951,TRUE
soft cell,1982,"""Tainted Love""","""soft cell""",TRUE,1,EMI,1981,EMI,1980,FALSE,11,0,0,FALSE
vangelis,1982,"""Chariots of Fire""","""vangelis""",TRUE,1,UMC (Universal Music Catalogue),1981-03-14,UMC (Universal Music Catalogue),1980,FALSE,12,0,0,FALSE
quarterflash,1982,"""Harden My Heart""","""quarterflash""",TRUE,2,Geffen,1981-01-01,Geffen,1980,FALSE,13,1,1,TRUE
tommy tutone,1982,"""867-5309/Jenny""","""tommy tutone""",TRUE,1,Columbia,1981-12-04,Columbia,1980,TRUE,16,0,0,FALSE
bertie higgins,1982,"""Key Largo""","""bertie higgins""",TRUE,1,Toucan Cove,2005-07-19,Toucan Cove,1980,FALSE,17,0,0,FALSE
willie nelson,1982,"""Always on My Mind""","""willie nelson""",TRUE,1,Legacy/Columbia,1975-01-01,Legacy; Columbia,1980,TRUE,22,0,0,FALSE
the cars,1982,"""Shake It Up""","""the cars""",TRUE,5,Rhino/Elektra,1981,Rhino; Elektra,1980,TRUE,23,4,2,TRUE
dazz band,1982,"""Let It Whip""","""dazz band""",TRUE,1,UNI/MOTOWN,1982-01-01,UNI; MOTOWN,1980,TRUE,24,0,0,FALSE
the go-go's,1982,"""We Got the Beat""","""the go-go's""",TRUE,4,A&M,1981-01-01,A&M,1980,FALSE,25,3,1.7320508075688772,TRUE
ray parker jr.,1982,"""The Other Woman""","""ray parker jr.""",TRUE,3,Legacy Recordings,1982,Legacy Recordings,1980,FALSE,26,2,1.4142135623730951,TRUE
the motels,1982,"""Only the Lonely""","""the motels""",TRUE,1,Legacy Recordings,1961,Legacy Recordings,1980,FALSE,29,0,0,FALSE
men at work,1982,"""Who Can It Be Now?""","""men at work""",TRUE,4,Columbia/Legacy,1981,Columbia; Legacy,1980,TRUE,30,3,1.7320508075688772,TRUE
charlene,1982,"""I've Never Been to Me""","""charlene""",TRUE,1,UNI/MOTOWN,1982-01-01,UNI; MOTOWN,1980,TRUE,38,0,0,FALSE
asia,1982,"""Heat of the Moment""","""asia""",TRUE,2,Geffen,1982-03-08,Geffen,1980,FALSE,40,1,1,TRUE
buckner,1982,"""Pac-Man Fever""","[""buckner"",""garcia""]",TRUE,1,Buckner & Garcia Productions,1999-05-01,Buckner & Garcia Productions,1980,FALSE,42,0,0,FALSE
lindsey buckingham,1982,"""Trouble""","""lindsey buckingham""",TRUE,1,Reprise,1981,Reprise,1980,FALSE,45,0,0,FALSE
huey lewis and the news,1982,"""Do You Believe in Love""","""huey lewis and the news""",TRUE,10,Chrysalis\EMI Records (USA),1982-01-01,Chrysalis\EMI Records (USA),1980,FALSE,51,9,3,TRUE
.38 special,1982,"""Caught Up In You""",""".38 special""",TRUE,2,A&M,1982-01-01,A&M,1980,FALSE,53,1,1,TRUE
royal philharmonic orchestra,1982,"""Hooked On Classics""","""royal philharmonic orchestra""",TRUE,1,Castle Communications,1966-10-28,Castle Communications,1980,FALSE,56,0,0,FALSE
karla bonoff,1982,"""Personally""","""karla bonoff""",TRUE,1,Columbia,1977,Columbia,1980,TRUE,60,0,0,FALSE
quincy jones,1982,"""One Hundred Ways""","[""quincy jones"",""james ingram""]",TRUE,1,Verve,1962-01-01,Verve,1980,FALSE,61,0,0,FALSE
a flock of seagulls,1982,"""I Ran (So Far Away)""","""a flock of seagulls""",TRUE,1,Jive/Legacy,1981,Jive; Legacy,1980,TRUE,67,0,0,FALSE
deniece williams,1982,"""It's Gonna Take a Miracle""","""deniece williams""",TRUE,2,Columbia/Legacy,1982,Columbia; Legacy,1980,TRUE,71,1,1,TRUE
laura branigan,1982,"""Gloria""","""laura branigan""",TRUE,5,Atlantic Records,1982-03-10,Atlantic Records,1980,TRUE,75,4,2,TRUE
michael mcdonald,1982,"""I Keep Forgettin' (Every Time You're Near)""","""michael mcdonald""",TRUE,2,Reprise,1982-08-03,Reprise,1980,FALSE,81,1,1,TRUE
billy idol,1982,"""Hot in the City""","""billy idol""",TRUE,5,CAPITOL CATALOG MKT (C92),1982-01-01,CAPITOL CATALOG MKT (C92),1980,FALSE,90,4,2,TRUE
kim wilde,1982,"""Kids in America""","""kim wilde""",TRUE,2,Cherry Red Records,1981-06-29,Cherry Red Records,1980,FALSE,91,1,1,TRUE
michael murphey,1982,"""What's Forever For""","""michael murphey""",TRUE,1,Capitol Nashville,1982,Capitol Nashville,1980,FALSE,93,0,0,FALSE
loverboy,1982,"""Working for the Weekend""","""loverboy""",TRUE,2,Columbia,1980,Columbia,1980,TRUE,96,1,1,TRUE
greg guidry,1982,"""Goin' Down""","""greg guidry""",TRUE,1,Geffen,1966-08-03,Geffen,1980,FALSE,97,0,0,FALSE
patti austin,1983,"""Baby, Come to Me""","[""patti austin"",""james ingram""]",TRUE,1,Craft Recordings,1981-12-15,Craft Recordings,1980,FALSE,8,0,0,FALSE
michael sembello,1983,"""Maniac""","""michael sembello""",TRUE,1,Mercury Records,1983-04-11,Mercury Records,1980,FALSE,9,0,0,FALSE
eurythmics,1983,"""Sweet Dreams (Are Made of This)""","""eurythmics""",TRUE,3,RCA Records Label,1983-01-04,RCA Records Label,1980,FALSE,10,2,1.4142135623730951,TRUE
culture club,1983,"""Do You Really Want to Hurt Me""","""culture club""",TRUE,6,Virgin Catalogue,1982-09-01,Virgin Catalogue,1980,FALSE,11,5,2.23606797749979,TRUE
dexys midnight runners,1983,"""Come On Eileen""","""dexys midnight runners""",TRUE,1,Mercury Nashville,1982-07-22,Mercury Nashville,1980,FALSE,13,0,0,FALSE
sérgio mendes,1983,"""Never Gonna Let You Go""","""sérgio mendes""",TRUE,1,A&M,1983,A&M,1980,FALSE,16,0,0,FALSE
duran duran,1983,"""Hungry Like the Wolf""","""duran duran""",TRUE,11,Parlophone UK,1982-05-10,Parlophone UK,1980,FALSE,17,10,3.1622776601683795,TRUE
frida,1983,"""I Know There's Something Going On""","""frida""",TRUE,1,Polar Music International AB,1982-08,Polar Music International AB,1980,FALSE,20,0,0,FALSE
eddy grant,1983,"""Electric Avenue""","""eddy grant""",TRUE,1,Big Eye Music,2011-02-01,Big Eye Music,1980,FALSE,22,0,0,FALSE
thomas dolby,1983,"""She Blinded Me with Science""","""thomas dolby""",TRUE,1,Echo,1983-12-09,Echo,1980,FALSE,23,0,0,FALSE
lionel richie,1983,"""You Are""","""lionel richie""",TRUE,12,UNI/MOTOWN,1982,UNI; MOTOWN,1980,TRUE,29,11,3.3166247903554,TRUE
after the fire,1983,"""Der Kommissar""","""after the fire""",TRUE,1,Columbia,1982-08-21,Columbia,1980,TRUE,30,0,0,FALSE
taco,1983,"""Puttin' on the Ritz""","""taco""",TRUE,1,Aviator-Entertainment,1982-01-01,Aviator-Entertainment,1980,FALSE,31,0,0,FALSE
men without hats,1983,"""The Safety Dance""","""men without hats""",TRUE,1,Geffen,1982-04-01,Geffen,1980,FALSE,35,0,0,FALSE
toni basil,1983,"""Mickey""","""toni basil""",TRUE,1,FFRC,1982-01-08,FFRC,1980,FALSE,36,0,0,FALSE
phil collins,1983,"""You Can't Hurry Love""","""phil collins""",TRUE,14,Rhino,1982-11-05,Rhino,1980,TRUE,37,13,3.605551275463989,TRUE
stray cats,1983,"""Stray Cat Strut""","""stray cats""",TRUE,2,EMI/EMI Records (USA),1982-01-01,EMI; EMI Records (USA),1980,FALSE,42,1,1,TRUE
naked eyes,1983,"""Always Something There to Remind Me""","""naked eyes""",TRUE,2,Albert Productions,1981,Albert Productions,1980,FALSE,46,1,1,TRUE
don henley,1983,"""Dirty Laundry""","""don henley""",TRUE,4,Rhino,1982-08-13,Rhino,1980,TRUE,48,3,1.7320508075688772,TRUE
kajagoogoo,1983,"""Too Shy""","""kajagoogoo""",TRUE,1,Parlophone UK,1983,Parlophone UK,1980,FALSE,50,0,0,FALSE
adam ant,1983,"""Goody Two-Shoes""","""adam ant""",TRUE,1,Columbia,1982,Columbia,1980,TRUE,51,0,0,FALSE
the clash,1983,"""Rock the Casbah""","""the clash""",TRUE,1,Sony Music UK,1982,Sony Music UK,1980,FALSE,52,0,0,FALSE
madness,1983,"""Our House""","""madness""",TRUE,1,Rhino Atlantic,1970-03-11,Rhino Atlantic,1980,TRUE,53,0,0,FALSE
the tubes,1983,"""She's a Beauty""","""the tubes""",TRUE,1,Capitol Records,1983,Capitol Records,1980,TRUE,58,0,0,FALSE
bryan adams,1983,"""Straight from the Heart""","""bryan adams""",TRUE,12,A&M,1983-01-18,A&M,1980,FALSE,71,11,3.3166247903554,TRUE
debarge,1983,"""All This Love""","""debarge""",TRUE,4,UNI/MOTOWN,1982-04-28,UNI; MOTOWN,1980,TRUE,78,3,1.7320508075688772,TRUE
sammy hagar,1983,"""Your Love Is Driving Me Crazy""","""sammy hagar""",TRUE,1,Geffen,1982-01-01,Geffen,1980,FALSE,79,0,0,FALSE
joe jackson,1983,"""Steppin' Out""","""joe jackson""",TRUE,2,A&M,1982,A&M,1980,FALSE,82,1,1,TRUE
moving pictures,1983,"""What About Me""","""moving pictures""",TRUE,1,Wheatley Records,1981,Wheatley Records,1980,FALSE,88,0,0,FALSE
def leppard,1983,"""Photograph""","""def leppard""",TRUE,7,UMC (Universal Music Catalogue),1983-01-20,UMC (Universal Music Catalogue),1980,FALSE,90,6,2.449489742783178,TRUE
musical youth,1983,"""Pass the Dutchie""","""musical youth""",TRUE,1,UMC (Universal Music Catalogue),1982-10-22,UMC (Universal Music Catalogue),1980,FALSE,91,0,0,FALSE
spandau ballet,1983,"""True""","""spandau ballet""",TRUE,1,Parlophone UK,1983-02-25,Parlophone UK,1980,FALSE,92,0,0,FALSE
frank stallone,1983,"""Far from Over""","""frank stallone""",TRUE,1,Bee Gees Catalog,1977-12-13,Bee Gees Catalog,1980,FALSE,93,0,0,FALSE
peabo bryson,1983,"""Tonight, I Celebrate My Love""","[""peabo bryson"",""roberta flack""]",TRUE,3,CAPITOL CATALOG MKT (C92),1983-07-22,CAPITOL CATALOG MKT (C92),1980,FALSE,96,2,1.4142135623730951,TRUE
tina turner,1984,"""What's Love Got to Do with It""","""tina turner""",TRUE,6,Parlophone UK,1984-05-29,Parlophone UK,1980,FALSE,2,5,2.23606797749979,TRUE
john waite,1984,"""Missing You""","""john waite""",TRUE,1,Capitol Records,1984-01-01,Capitol Records,1980,TRUE,11,0,0,FALSE
cyndi lauper,1984,"""Girls Just Want to Have Fun""","""cyndi lauper""",TRUE,6,Portrait,1983-10-14,Portrait,1980,FALSE,15,5,2.23606797749979,TRUE
the romantics,1984,"""Talking in Your Sleep""","""the romantics""",TRUE,1,Legacy Recordings,1983-02-14,Legacy Recordings,1980,FALSE,19,0,0,FALSE
thompson twins,1984,"""Hold Me Now""","""thompson twins""",TRUE,3,BMG Rights Management (UK) Ltd.,1984-01-01,BMG Rights Management (UK) Ltd.,1980,FALSE,23,2,1.4142135623730951,TRUE
rockwell,1984,"""Somebody's Watching Me""","""rockwell""",TRUE,1,UNI/MOTOWN,1984-01-30,UNI; MOTOWN,1980,TRUE,26,0,0,FALSE
matthew wilder,1984,"""Break My Stride""","""matthew wilder""",TRUE,1,Legacy Recordings,1983-03-19,Legacy Recordings,1980,FALSE,27,0,0,FALSE
nena,1984,"""99 Luftballons/99 Red Balloons""","""nena""",TRUE,1,BMG Rights Management GmbH,1983-09-23,BMG Rights Management GmbH,1980,FALSE,28,0,0,FALSE
dan hartman,1984,"""I Can Dream About You""","""dan hartman""",TRUE,1,Geffen,1984-05-03,Geffen,1980,FALSE,29,0,0,FALSE
sheila e.,1984,"""The Glamorous Life""","""sheila e.""",TRUE,2,Rhino/Warner Records,1984,Rhino; Warner Records,1980,TRUE,30,1,1,TRUE
steve perry,1984,"""Oh Sherrie""","""steve perry""",TRUE,1,Columbia/Legacy,1984-04-01,Columbia; Legacy,1980,TRUE,31,0,0,FALSE
madonna,1984,"""Borderline""","""madonna""",TRUE,36,Warner Records,1983-07-27,Warner Records,1980,FALSE,35,35,5.916079783099616,TRUE
corey hart,1984,"""Sunglasses at Night""","""corey hart""",TRUE,2,CAPITOL CATALOG MKT (C92),1983,CAPITOL CATALOG MKT (C92),1980,FALSE,36,1,1,TRUE
night ranger,1984,"""Sister Christian""","""night ranger""",TRUE,3,Geffen*,1983-01-01,Geffen*,1980,FALSE,40,2,1.4142135623730951,TRUE
scandal,1984,"""The Warrior""","""scandal""",TRUE,1,Polydor,1980-01-01,Polydor,1980,FALSE,46,0,0,FALSE
shannon,1984,"""Let the Music Play""","""shannon""",TRUE,1,Contagious Records / Emergency Music,2000-12-01,Contagious Records; Emergency Music,1980,FALSE,49,0,0,FALSE
julio iglesias,1984,"""To All the Girls I've Loved Before""","[""julio iglesias"",""willie nelson""]",TRUE,1,Columbia/Legacy,1984-08-24,Columbia; Legacy,1980,TRUE,50,0,0,FALSE
billy ocean,1984,"""Caribbean Queen (No More Love on the Run)""","""billy ocean""",TRUE,6,Strut,1982-04-14,Strut,1980,FALSE,51,5,2.23606797749979,TRUE
mike reno,1984,"""Almost Paradise""","[""mike reno"",""ann wilson""]",TRUE,1,Columbia/Legacy,1984,Columbia; Legacy,1980,TRUE,59,0,0,FALSE
zz top,1984,"""Legs""","""zz top""",TRUE,2,BMG Rights Management (US) LLC,1983-01-01,BMG Rights Management (US) LLC,1980,FALSE,60,1,1,TRUE
quiet riot,1984,"""Cum on Feel the Noize""","""quiet riot""",TRUE,1,Epic/Legacy,1983,Epic; Legacy,1980,TRUE,68,0,0,FALSE
tracey ullman,1984,"""They Don't Know""","""tracey ullman""",TRUE,1,Stiff Records,1983-11-25,Stiff Records,1980,FALSE,71,0,0,FALSE
bananarama,1984,"""Cruel Summer""","""bananarama""",TRUE,3,London Records (Because Ltd),1984-01-01,London Records (Because Ltd),1980,FALSE,73,2,1.4142135623730951,TRUE
wang chung,1984,"""Dance Hall Days""","""wang chung""",TRUE,2,Geffen,1984-01-16,Geffen,1980,FALSE,74,1,1,TRUE
ollie,1984,"""Breakin'... There's No Stopping Us""","[""ollie"",""jerry""]",TRUE,1,Universal Records,1984-01-01,Universal Records,1980,FALSE,80,0,0,FALSE
john cougar mellencamp,1984,"""Pink Houses""","""john cougar mellencamp""",TRUE,5,John Mellencamp 2023 (Island),1983,John Mellencamp 2023 (Island),1980,FALSE,86,4,2,TRUE
ratt,1984,"""Round and Round""","""ratt""",TRUE,1,BMG Rights Management (US) LLC,1984,BMG Rights Management (US) LLC,1980,FALSE,87,0,0,FALSE
christine mcvie,1984,"""Got a Hold on Me""","""christine mcvie""",TRUE,1,WM Australia,1977,WM Australia,1980,FALSE,91,0,0,FALSE
john cafferty and the beaver brown band,1984,"""On the Dark Side""","""john cafferty and the beaver brown band""",TRUE,1,Volcano/Legacy,1983-03-31,Volcano; Legacy,1980,TRUE,94,0,0,FALSE
peter schilling,1984,"""Major Tom (Coming Home)""","""peter schilling""",TRUE,1,WM Germany,1982-12-03,WM Germany,1980,FALSE,96,0,0,FALSE
james ingram,1984,"""Yah Mo B There""","[""james ingram"",""michael mcdonald""]",TRUE,2,Qwest Records IGA,1983-01-01,Qwest Records IGA,1980,FALSE,100,1,1,TRUE
wham!,1985,"""Careless Whisper""","""wham!""",TRUE,7,V2,1991-09-24,V2,1980,FALSE,1,6,2.449489742783178,TRUE
chaka khan,1985,"""I Feel for You""","""chaka khan""",TRUE,1,Rhino/Warner Records,1984,Rhino; Warner Records,1980,TRUE,5,0,0,FALSE
tears for fears,1985,"""Everybody Wants to Rule the World""","""tears for fears""",TRUE,5,UMC (Universal Music Catalogue),1985-02-25,UMC (Universal Music Catalogue),1980,FALSE,7,4,2,TRUE
a-ha,1985,"""Take On Me""","""a-ha""",TRUE,1,Rhino,1985-06-01,Rhino,1980,TRUE,10,0,0,FALSE
paul young,1985,"""Everytime You Go Away""","""paul young""",TRUE,2,M.i.G - music,1985,M.i.G - music,1980,FALSE,11,1,1,TRUE
philip bailey,1985,"""Easy Lover""","[""philip bailey"",""phil collins""]",TRUE,1,Columbia/Legacy,1984-10-01,Columbia; Legacy,1980,TRUE,12,0,0,FALSE
starship,1985,"""We Built This City""","""starship""",TRUE,3,Rhino,1985-09-10,Rhino,1980,TRUE,14,2,1.4142135623730951,TRUE
simple minds,1985,"""Don't You (Forget About Me)""","""simple minds""",TRUE,2,UMC (Universal Music Catalogue),1985,UMC (Universal Music Catalogue),1980,FALSE,16,1,1,TRUE
john parr,1985,"""St. Elmo's Fire (Man in Motion)""","""john parr""",TRUE,1,Atlantic Records,1985-01-01,Atlantic Records,1980,TRUE,18,0,0,FALSE
glenn frey,1985,"""The Heat Is On""","""glenn frey""",TRUE,2,Geffen*,1993-01-01,Geffen*,1980,FALSE,19,1,1,TRUE
usa for africa,1985,"""We Are the World""","""usa for africa""",TRUE,1,USA for Africa,1985-01-01,USA for Africa,1980,FALSE,20,0,0,FALSE
whitney houston,1985,"""Saving All My Love for You""","""whitney houston""",TRUE,22,Arista,1985-02-14,Arista,1980,FALSE,23,21,4.58257569495584,TRUE
new edition,1985,"""Cool It Now""","""new edition""",TRUE,4,Geffen*,1984-01-01,Geffen*,1980,FALSE,26,3,1.7320508075688772,TRUE
jan hammer,1985,"""Miami Vice Theme""","""jan hammer""",TRUE,1,Geffen,1987-01-01,Geffen,1980,FALSE,27,0,0,FALSE
teena marie,1985,"""Lovergirl""","""teena marie""",TRUE,1,Epic/Legacy,1985-11-11,Epic; Legacy,1980,TRUE,29,0,0,FALSE
ready for the world,1985,"""Oh Sheila""","""ready for the world""",TRUE,2,Geffen*,1985-01-01,Geffen*,1980,FALSE,31,1,1,TRUE
the honeydrippers,1985,"""Sea of Love""","""the honeydrippers""",TRUE,1,Rhino Atlantic,1984,Rhino Atlantic,1980,TRUE,34,0,0,FALSE
howard jones,1985,"""Things Can Only Get Better""","""howard jones""",TRUE,2,Cherry Red Records,1985-03-11,Cherry Red Records,1980,FALSE,41,1,1,TRUE
jack wagner,1985,"""All I Need""","""jack wagner""",TRUE,1,Rhino/Warner Records,1984-01-01,Rhino; Warner Records,1980,TRUE,42,0,0,FALSE
sting,1985,"""If You Love Somebody Set Them Free""","""sting""",TRUE,7,A&M,1985-01-01,A&M,1980,FALSE,55,6,2.449489742783178,TRUE
animotion,1985,"""Obsession""","""animotion""",TRUE,1,Island Mercury,1996-01-01,Island Mercury,1980,FALSE,56,0,0,FALSE
harold faltermeyer,1985,"""Axel F""","""harold faltermeyer""",TRUE,1,Geffen,1988-01-01,Geffen,1980,FALSE,61,0,0,FALSE
sade,1985,"""Smooth Operator""","""sade""",TRUE,2,Sony Music CG,1984-07-16,Sony Music CG,1980,FALSE,62,1,1,TRUE
mary jane girls,1985,"""In My House""","""mary jane girls""",TRUE,1,UNI/MOTOWN,1985-01-01,UNI; MOTOWN,1980,TRUE,63,0,0,FALSE
'til tuesday,1985,"""Voices Carry""","""'til tuesday""",TRUE,1,Epic/Legacy,1985,Epic; Legacy,1980,TRUE,68,0,0,FALSE
abc,1985,"""Be Near Me""","""abc""",TRUE,2,FRANK SINATRA DIGITAL REPRISE,1984-08-01,FRANK SINATRA DIGITAL REPRISE,1980,FALSE,71,1,1,TRUE
katrina and the waves,1985,"""Walking on Sunshine""","""katrina and the waves""",TRUE,1,Capitol Records,1985,Capitol Records,1980,TRUE,75,0,0,FALSE
julian lennon,1985,"""Too Late for Goodbyes""","""julian lennon""",TRUE,2,Rhino Atlantic,1984,Rhino Atlantic,1980,TRUE,77,1,1,TRUE
the power station,1985,"""Some Like It Hot""","""the power station""",TRUE,1,Parlophone UK,1985,Parlophone UK,1980,FALSE,79,0,0,FALSE
ashford,1985,"""Solid""","[""ashford"",""simpson""]",TRUE,1,EMI Catalogue,1984,EMI Catalogue,1980,FALSE,80,0,0,FALSE
david lee roth,1985,"""California Girls""","""david lee roth""",TRUE,2,Warner Records,1985-01-15,Warner Records,1980,FALSE,88,1,1,TRUE
the time,1985,"""Jungle Love""","""the time""",TRUE,2,Rhino Atlantic,1980,Rhino Atlantic,1980,TRUE,91,1,1,TRUE
dionne,1986,"""That's What Friends Are For""","[""dionne"",""friends (dionne warwick"",""gladys knight"",""elton john"",""stevie wonder)""]",TRUE,1,Arista,1985,Arista,1980,FALSE,1,0,0,FALSE
klymaxx,1986,"""I Miss You""","""klymaxx""",TRUE,1,Geffen*,1984-01-01,Geffen*,1980,FALSE,3,0,0,FALSE
patti labelle,1986,"""On My Own""","[""patti labelle"",""michael mcdonald""]",TRUE,1,Geffen,1986-01-01,Geffen,1980,FALSE,4,0,0,FALSE
mr. mister,1986,"""Broken Wings""","""mr. mister""",TRUE,2,RCA Records Label,1985-11-27,RCA Records Label,1980,FALSE,5,1,1,TRUE
eddie murphy,1986,"""Party All the Time""","""eddie murphy""",TRUE,1,Legacy Recordings,1985-02-05,Legacy Recordings,1980,FALSE,7,0,0,FALSE
atlantic starr,1986,"""Secret Lovers""","""atlantic starr""",TRUE,3,A&M,1986,A&M,1980,FALSE,12,2,1.4142135623730951,TRUE
gloria loring,1986,"""Friends and Lovers""","[""gloria loring"",""carl anderson""]",TRUE,1,Epic,1982,Epic,1980,FALSE,13,0,0,FALSE
peter cetera,1986,"""Glory of Love""","""peter cetera""",TRUE,3,Rhino/Warner Records,1986,Rhino; Warner Records,1980,TRUE,14,2,1.4142135623730951,TRUE
