primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first,clean_title,lastfm_genre,lastfm_top_tag,duration_sec,search_artist,new_lastfm_genre
ratt,1984,"""Round and Round""","""ratt""",TRUE,1,BMG Rights Management (US) LLC,1984,BMG Rights Management (US) LLC,1980,FALSE,87,0,0,FALSE,Round and Round,Rock,Hard Rock,265.893,ratt,Rock
christine mcvie,1984,"""Got a Hold on Me""","""christine mcvie""",TRUE,1,WM Australia,1977,WM Australia,1980,FALSE,91,0,0,FALSE,Got a Hold on Me,Pop,Christine Mcvie,232.906,christine mcvie,NA
john cafferty and the beaver brown band,1984,"""On the Dark Side""","""john cafferty and the beaver brown band""",TRUE,1,Volcano/Legacy,1983-03-31,Volcano; Legacy,1980,TRUE,94,0,0,FALSE,On the Dark Side,Rock,Soundtrack,161.826,john cafferty and the beaver brown band,Rock
peter schilling,1984,"""Major Tom (Coming Home)""","""peter schilling""",TRUE,1,WM Germany,1982-12-03,WM Germany,1980,FALSE,96,0,0,FALSE,Major Tom (Coming Home),Pop,80s,301.373,peter schilling,Pop
james ingram,1984,"""Yah Mo B There""","[""james ingram"",""michael mcdonald""]",TRUE,2,Qwest Records IGA,1983-01-01,Qwest Records IGA,1980,FALSE,100,1,1,TRUE,Yah Mo B There,Rnb,Soul,279.413,james ingram & michael mcdonald,Rnb
wham!,1985,"""Careless Whisper""","""wham!""",TRUE,7,V2,1991-09-24,V2,1980,FALSE,1,6,2.449489742783178,TRUE,Careless Whisper,Pop,80s,299.8,wham!,Pop
chaka khan,1985,"""I Feel for You""","""chaka khan""",TRUE,1,Rhino/Warner Records,1984,Rhino; Warner Records,1980,TRUE,5,0,0,FALSE,I Feel for You,Pop,80s,343.4,chaka khan,Pop
tears for fears,1985,"""Everybody Wants to Rule the World""","""tears for fears""",TRUE,5,UMC (Universal Music Catalogue),1985-02-25,UMC (Universal Music Catalogue),1980,FALSE,7,4,2,TRUE,Everybody Wants to Rule the World,Pop,80s,251.488,tears for fears,Pop
a-ha,1985,"""Take On Me""","""a-ha""",TRUE,1,Rhino,1985-06-01,Rhino,1980,TRUE,10,0,0,FALSE,Take On Me,Pop,80s,225.28,a-ha,Pop
paul young,1985,"""Everytime You Go Away""","""paul young""",TRUE,2,M.i.G - music,1985,M.i.G - music,1980,FALSE,11,1,1,TRUE,Everytime You Go Away,Pop,80s,321.573,paul young,Pop
philip bailey,1985,"""Easy Lover""","[""philip bailey"",""phil collins""]",TRUE,1,Columbia/Legacy,1984-10-01,Columbia; Legacy,1980,TRUE,12,0,0,FALSE,Easy Lover,Pop,80s,305.866,philip bailey & phil collins,Pop
starship,1985,"""We Built This City""","""starship""",TRUE,3,Rhino,1985-09-10,Rhino,1980,TRUE,14,2,1.4142135623730951,TRUE,We Built This City,Pop,80s,296.08,starship,Pop
simple minds,1985,"""Don't You (Forget About Me)""","""simple minds""",TRUE,2,UMC (Universal Music Catalogue),1985,UMC (Universal Music Catalogue),1980,FALSE,16,1,1,TRUE,Don't You (Forget About Me),Pop,80s,263.04,simple minds,Pop
john parr,1985,"""St. Elmo's Fire (Man in Motion)""","""john parr""",TRUE,1,Atlantic Records,1985-01-01,Atlantic Records,1980,TRUE,18,0,0,FALSE,St. Elmo's Fire (Man in Motion),Pop,80s,251.8,john parr,Pop
glenn frey,1985,"""The Heat Is On""","""glenn frey""",TRUE,2,Geffen*,1993-01-01,Geffen*,1980,FALSE,19,1,1,TRUE,The Heat Is On,Rock,80s,227.8,glenn frey,Rock
usa for africa,1985,"""We Are the World""","""usa for africa""",TRUE,1,USA for Africa,1985-01-01,USA for Africa,1980,FALSE,20,0,0,FALSE,We Are the World,Pop,80s,427.333,usa for africa,Pop
whitney houston,1985,"""Saving All My Love for You""","""whitney houston""",TRUE,22,Arista,1985-02-14,Arista,1980,FALSE,23,21,4.58257569495584,TRUE,Saving All My Love for You,Pop,80s,237.136,whitney houston,Pop
new edition,1985,"""Cool It Now""","""new edition""",TRUE,4,Geffen*,1984-01-01,Geffen*,1980,FALSE,26,3,1.7320508075688772,TRUE,Cool It Now,Rnb,80s,347.666,new edition,Rnb
jan hammer,1985,"""Miami Vice Theme""","""jan hammer""",TRUE,1,Geffen,1987-01-01,Geffen,1980,FALSE,27,0,0,FALSE,Miami Vice Theme,Electronic,80s,147.6,jan hammer,Electronic
teena marie,1985,"""Lovergirl""","""teena marie""",TRUE,1,Epic/Legacy,1985-11-11,Epic; Legacy,1980,TRUE,29,0,0,FALSE,Lovergirl,Pop,80s,259.56,teena marie,Pop
ready for the world,1985,"""Oh Sheila""","""ready for the world""",TRUE,2,Geffen*,1985-01-01,Geffen*,1980,FALSE,31,1,1,TRUE,Oh Sheila,Rnb,80s,240.093,ready for the world,Rnb
the honeydrippers,1985,"""Sea of Love""","""the honeydrippers""",TRUE,1,Rhino Atlantic,1984,Rhino Atlantic,1980,TRUE,34,0,0,FALSE,Sea of Love,Rock,80s,183.88,the honeydrippers,Rock
howard jones,1985,"""Things Can Only Get Better""","""howard jones""",TRUE,2,Cherry Red Records,1985-03-11,Cherry Red Records,1980,FALSE,41,1,1,TRUE,Things Can Only Get Better,Pop,80s,235.146,howard jones,Pop
jack wagner,1985,"""All I Need""","""jack wagner""",TRUE,1,Rhino/Warner Records,1984-01-01,Rhino; Warner Records,1980,TRUE,42,0,0,FALSE,All I Need,Pop,80s,209.493,jack wagner,Pop
sting,1985,"""If You Love Somebody Set Them Free""","""sting""",TRUE,7,A&M,1985-01-01,A&M,1980,FALSE,55,6,2.449489742783178,TRUE,If You Love Somebody Set Them Free,Rock,Rock,256.226,sting,Rock
animotion,1985,"""Obsession""","""animotion""",TRUE,1,Island Mercury,1996-01-01,Island Mercury,1980,FALSE,56,0,0,FALSE,Obsession,Pop,80s,337.266,animotion,Pop
harold faltermeyer,1985,"""Axel F""","""harold faltermeyer""",TRUE,1,Geffen,1988-01-01,Geffen,1980,FALSE,61,0,0,FALSE,Axel F,Electronic,80s,180.866,harold faltermeyer,Electronic
sade,1985,"""Smooth Operator""","""sade""",TRUE,2,Sony Music CG,1984-07-16,Sony Music CG,1980,FALSE,62,1,1,TRUE,Smooth Operator,Jazz,Soul,258.693,sade,Jazz
mary jane girls,1985,"""In My House""","""mary jane girls""",TRUE,1,UNI/MOTOWN,1985-01-01,UNI; MOTOWN,1980,TRUE,63,0,0,FALSE,In My House,Rnb,80s,302.2,mary jane girls,Rnb
'til tuesday,1985,"""Voices Carry""","""'til tuesday""",TRUE,1,Epic/Legacy,1985,Epic; Legacy,1980,TRUE,68,0,0,FALSE,Voices Carry,Pop,80s,263.573,'til tuesday,Pop
abc,1985,"""Be Near Me""","""abc""",TRUE,2,FRANK SINATRA DIGITAL REPRISE,1984-08-01,FRANK SINATRA DIGITAL REPRISE,1980,FALSE,71,1,1,TRUE,Be Near Me,Pop,80s,219.826,abc,Pop
katrina and the waves,1985,"""Walking on Sunshine""","""katrina and the waves""",TRUE,1,Capitol Records,1985,Capitol Records,1980,TRUE,75,0,0,FALSE,Walking on Sunshine,Pop,80s,238.733,katrina and the waves,Pop
julian lennon,1985,"""Too Late for Goodbyes""","""julian lennon""",TRUE,2,Rhino Atlantic,1984,Rhino Atlantic,1980,TRUE,77,1,1,TRUE,Too Late for Goodbyes,Pop,80s,214.645,julian lennon,Pop
the power station,1985,"""Some Like It Hot""","""the power station""",TRUE,1,Parlophone UK,1985,Parlophone UK,1980,FALSE,79,0,0,FALSE,Some Like It Hot,Rock,80s,305.466,the power station,Rock
ashford,1985,"""Solid""","[""ashford"",""simpson""]",TRUE,1,EMI Catalogue,1984,EMI Catalogue,1980,FALSE,80,0,0,FALSE,Solid,Pop,80s,312,ashford & simpson,Pop
david lee roth,1985,"""California Girls""","""david lee roth""",TRUE,2,Warner Records,1985-01-15,Warner Records,1980,FALSE,88,1,1,TRUE,California Girls,Rock,80s,171.826,david lee roth,Rock
the time,1985,"""Jungle Love""","""the time""",TRUE,2,Rhino Atlantic,1980,Rhino Atlantic,1980,TRUE,91,1,1,TRUE,Jungle Love,Pop,Funk,333.36,the time,Pop
dionne,1986,"""That's What Friends Are For""","[""dionne"",""friends (dionne warwick"",""gladys knight"",""elton john"",""stevie wonder)""]",TRUE,1,Arista,1985,Arista,1980,FALSE,1,0,0,FALSE,That's What Friends Are For,Unknown,NA,255.933,dionne & friends (dionne warwick & gladys knight & elton john & stevie wonder),NA
klymaxx,1986,"""I Miss You""","""klymaxx""",TRUE,1,Geffen*,1984-01-01,Geffen*,1980,FALSE,3,0,0,FALSE,I Miss You,Rnb,80s,333.266,klymaxx,NA
patti labelle,1986,"""On My Own""","[""patti labelle"",""michael mcdonald""]",TRUE,1,Geffen,1986-01-01,Geffen,1980,FALSE,4,0,0,FALSE,On My Own,Pop,80s,290.84,patti labelle & michael mcdonald,NA
mr. mister,1986,"""Broken Wings""","""mr. mister""",TRUE,2,RCA Records Label,1985-11-27,RCA Records Label,1980,FALSE,5,1,1,TRUE,Broken Wings,Pop,80s,343.933,mr. mister,Pop
eddie murphy,1986,"""Party All the Time""","""eddie murphy""",TRUE,1,Legacy Recordings,1985-02-05,Legacy Recordings,1980,FALSE,7,0,0,FALSE,Party All the Time,Pop,80s,253.293,eddie murphy,Pop
atlantic starr,1986,"""Secret Lovers""","""atlantic starr""",TRUE,3,A&M,1986,A&M,1980,FALSE,12,2,1.4142135623730951,TRUE,Secret Lovers,Rnb,Soul,330.666,atlantic starr,NA
gloria loring,1986,"""Friends and Lovers""","[""gloria loring"",""carl anderson""]",TRUE,1,Epic,1982,Epic,1980,FALSE,13,0,0,FALSE,Friends and Lovers,Unknown,80s,226.56,gloria loring & carl anderson,NA
peter cetera,1986,"""Glory of Love""","""peter cetera""",TRUE,3,Rhino/Warner Records,1986,Rhino; Warner Records,1980,TRUE,14,2,1.4142135623730951,TRUE,Glory of Love,Pop,80s,258.333,peter cetera,Pop
pet shop boys,1986,"""West End Girls""","""pet shop boys""",TRUE,3,Rhino,1986-03-24,Rhino,1980,TRUE,15,2,1.4142135623730951,TRUE,West End Girls,Pop,80s,285.906,pet shop boys,Pop
prince and the revolution,1986,"""Kiss""","""prince and the revolution""",TRUE,1,Warner Records,1986-03-25,Warner Records,1980,FALSE,19,0,0,FALSE,Kiss,Pop,Funk,226.24,prince and the revolution,Pop
simply red,1986,"""Holding Back the Years""","""simply red""",TRUE,2,Rhino/Elektra,1985,Rhino; Elektra,1980,TRUE,22,1,1,TRUE,Holding Back the Years,Pop,80s,269.84,simply red,Pop
peter gabriel,1986,"""Sledgehammer""","""peter gabriel""",TRUE,2,Real World Productions,1900,Real World Productions,1980,FALSE,23,1,1,TRUE,Sledgehammer,Rock,80s,311.986,peter gabriel,Rock
nu shooz,1986,"""I Can't Wait""","""nu shooz""",TRUE,1,Rhino Atlantic,1986-05-05,Rhino Atlantic,1980,TRUE,26,0,0,FALSE,I Can't Wait,Pop,80s,218.826,nu shooz,Pop
berlin,1986,"""Take My Breath Away""","""berlin""",TRUE,1,Columbia/Legacy,1999-01-01,Columbia; Legacy,1980,TRUE,27,0,0,FALSE,Take My Breath Away,Pop,80s,255.733,berlin,Pop
falco,1986,"""Rock Me Amadeus""","""falco""",TRUE,1,Ariola,1985-02-19,Ariola,1980,FALSE,28,0,0,FALSE,Rock Me Amadeus,Pop,80s,202.236,falco,Pop
bon jovi,1986,"""You Give Love a Bad Name""","""bon jovi""",TRUE,12,Bon Jovi Profit Split (Catalog),1986,Bon Jovi Profit Split (Catalog),1980,FALSE,30,11,3.3166247903554,TRUE,You Give Love a Bad Name,Rock,Rock,222.706,bon jovi,Rock
janet jackson,1986,"""When I Think of You""","""janet jackson""",TRUE,24,A&M,1986-02-04,A&M,1980,FALSE,32,23,4.795831523312719,TRUE,When I Think of You,Pop,80s,235.493,janet jackson,Pop
glass tiger,1986,"""Don't Forget Me (When I'm Gone)""","""glass tiger""",TRUE,2,EMI,1993-01-01,EMI,1980,FALSE,34,1,1,TRUE,Don't Forget Me (When I'm Gone),Pop,80s,248.2,glass tiger,Pop
belinda carlisle,1986,"""Mad About You""","""belinda carlisle""",TRUE,3,CAPITOL CATALOG MKT (C92),1986-05-19,CAPITOL CATALOG MKT (C92),1980,FALSE,36,2,1.4142135623730951,TRUE,Mad About You,Pop,80s,216.56,belinda carlisle,Pop
level 42,1986,"""Something About You""","""level 42""",TRUE,1,Polydor Records,1985,Polydor Records,1980,FALSE,37,0,0,FALSE,Something About You,Pop,80s,265,level 42,Pop
miami sound machine,1986,"""Conga""","""miami sound machine""",TRUE,3,Epic,1985-08-13,Epic,1980,FALSE,40,2,1.4142135623730951,TRUE,Conga,Pop,80s,254,miami sound machine,Pop
sly fox,1986,"""Let's Go All the Way""","""sly fox""",TRUE,1,CAPITOL CATALOG MKT (C92),1985-10-15,CAPITOL CATALOG MKT (C92),1980,FALSE,45,0,0,FALSE,Let's Go All the Way,Pop,80s,239.106,sly fox,Pop
the bangles,1986,"""Manic Monday""","""the bangles""",TRUE,5,Legacy Recordings,1986-01-10,Legacy Recordings,1980,FALSE,48,4,2,TRUE,Manic Monday,Pop,80s,184.16,the bangles,Pop
stacey q,1986,"""Two of Hearts""","""stacey q""",TRUE,1,Atlantic Records,1986-08-18,Atlantic Records,1980,TRUE,51,0,0,FALSE,Two of Hearts,Pop,80s,239.693,stacey q,Pop
the jets,1986,"""Crush on You""","""the jets""",TRUE,5,Geffen,1985-01-01,Geffen,1980,FALSE,52,4,2,TRUE,Crush on You,Pop,80s,271.266,the jets,Pop
orchestral manoeuvres in the dark,1986,"""If You Leave""","""orchestral manoeuvres in the dark""",TRUE,1,Rhino,1976-06-14,Rhino,1980,TRUE,53,0,0,FALSE,If You Leave,Pop,80s,269.8,orchestral manoeuvres in the dark,Pop
inxs,1986,"""What You Need""","""inxs""",TRUE,6,Rhino Atlantic,1985-10-14,Rhino Atlantic,1980,TRUE,56,5,2.23606797749979,TRUE,What You Need,Rock,Rock,214,inxs,Rock
jermaine stewart,1986,"""We Don't Have to Take Our Clothes Off""","""jermaine stewart""",TRUE,1,EMI Catalogue,1986-01-01,EMI Catalogue,1980,FALSE,60,0,0,FALSE,We Don't Have to Take Our Clothes Off,Pop,80s,293.24,jermaine stewart,Pop
lisa lisa,1986,"""All Cried Out""","[""lisa lisa"",""cult jam""]",TRUE,3,Columbia/Legacy,1985,Columbia; Legacy,1980,TRUE,61,2,1.4142135623730951,TRUE,All Cried Out,Rnb,80s,284.973,lisa lisa & cult jam,Rnb
the outfield,1986,"""Your Love""","""the outfield""",TRUE,1,Columbia/Legacy,1985,Columbia; Legacy,1980,TRUE,62,0,0,FALSE,Your Love,Rock,80s,216.466,the outfield,Rock
scritti politti,1986,"""Perfect Way""","""scritti politti""",TRUE,1,Chrysalis Records,1980-01-01,Chrysalis Records,1980,FALSE,64,0,0,FALSE,Perfect Way,Pop,80s,284.12,scritti politti,Pop
el debarge,1986,"""Who's Johnny""","""el debarge""",TRUE,1,UNI/MOTOWN,1986-01-01,UNI; MOTOWN,1980,TRUE,67,0,0,FALSE,Who's Johnny,Pop,80s,248.466,el debarge,Pop
cameo,1986,"""Word Up!""","""cameo""",TRUE,1,Island Mercury,1986-01-01,Island Mercury,1980,FALSE,68,0,0,FALSE,Word Up!,Rnb,Funk,260,cameo,Rnb
mike + the mechanics,1986,"""Silent Running (On Dangerous Ground)""","""mike + the mechanics""",TRUE,3,Rhino Atlantic,1985-10-05,Rhino Atlantic,1980,TRUE,70,2,1.4142135623730951,TRUE,Silent Running (On Dangerous Ground),Pop,Pop Rock,346.613,mike + the mechanics,Pop
baltimora,1986,"""Tarzan Boy""","""baltimora""",TRUE,1,Capitol Records,1985-01-01,Capitol Records,1980,TRUE,73,0,0,FALSE,Tarzan Boy,Pop,80s,378.946,baltimora,Pop
timex social club,1986,"""Rumors""","""timex social club""",TRUE,1,"Tommy Boy Music, LLC",1998-09-08,"Tommy Boy Music, LLC",1980,FALSE,77,0,0,FALSE,Rumors,Pop,80s,288.554,timex social club,Pop
dream academy,1986,"""Life in a Northern Town""","""dream academy""",TRUE,1,Rhino/Warner Records,1985,Rhino; Warner Records,1980,TRUE,78,0,0,FALSE,Life in a Northern Town,Pop,80s,259.293,dream academy,Pop
regina,1986,"""Baby Love""","""regina""",TRUE,1,Columbia/Legacy,1997-10-16,Columbia; Legacy,1980,TRUE,85,0,0,FALSE,Baby Love,Pop,80s,217.586,regina,Pop
arcadia,1986,"""Election Day""","""arcadia""",TRUE,1,Parlophone UK,1985,Parlophone UK,1980,FALSE,86,0,0,FALSE,Election Day,Pop,80s,329.106,arcadia,Pop
run–d.m.c.,1986,"""Walk This Way""","[""run–d.m.c."",""aerosmith""]",TRUE,1,Arista,1986-05-15,Arista,1980,FALSE,89,0,0,FALSE,Walk This Way,Unknown,NA,310.386,run–d.m.c. & aerosmith,NA
anita baker,1986,"""Sweet Love""","""anita baker""",TRUE,2,Warner Music Group - X5 Music Group,2017-08-10,Warner Music Group - X5 Music Group,1980,FALSE,90,1,1,TRUE,Sweet Love,Rnb,Soul,262.266,anita baker,NA
moody blues,1986,"""Your Wildest Dreams""","""moody blues""",TRUE,1,Polydor,1986-01-01,Polydor,1980,FALSE,91,0,0,FALSE,Your Wildest Dreams,Rock,Classic Rock,291,moody blues,Rock
starpoint,1986,"""Object of My Desire""","""starpoint""",TRUE,1,Rhino/Elektra,1985,Rhino; Elektra,1980,TRUE,93,0,0,FALSE,Object of My Desire,Pop,80s,306.453,starpoint,Pop
force mds,1986,"""Tender Love""","""force mds""",TRUE,1,"Tommy Boy Music, LLC",1985-01-01,"Tommy Boy Music, LLC",1980,FALSE,95,0,0,FALSE,Tender Love,Rnb,Slow Jams,234.053,force mds,Rnb
george michael,1986,"""A Different Corner""","""george michael""",TRUE,12,Sony Music UK,1986-11-25,Sony Music UK,1980,FALSE,98,11,3.3166247903554,TRUE,A Different Corner,Pop,Pop,243.533,george michael,Pop
gregory abbott,1987,"""Shake You Down""","""gregory abbott""",TRUE,1,Columbia/Legacy,1986-02-01,Columbia; Legacy,1980,TRUE,3,0,0,FALSE,Shake You Down,Rnb,80s,245.413,gregory abbott,Rnb
robbie nevil,1987,"""C'est La Vie""","""robbie nevil""",TRUE,1,CAPITOL CATALOG MKT (C92),1986-11-01,CAPITOL CATALOG MKT (C92),1980,FALSE,6,0,0,FALSE,C'est La Vie,Pop,80s,270.306,robbie nevil,Pop
whitesnake,1987,"""Here I Go Again""","""whitesnake""",TRUE,2,Rhino,1987-04-07,Rhino,1980,TRUE,7,1,1,TRUE,Here I Go Again,Rock,Classic Rock,275.395,whitesnake,Rock
bruce hornsby and the range,1987,"""The Way It Is""","""bruce hornsby and the range""",TRUE,3,RCA Records Label,1986-06-02,RCA Records Label,1980,FALSE,8,2,1.4142135623730951,TRUE,The Way It Is,Rock,80s,297.853,bruce hornsby and the range,Rock
los lobos,1987,"""La Bamba""","""los lobos""",TRUE,1,Rhino/Slash,1987-01-01,Rhino; Slash,1980,TRUE,11,0,0,FALSE,La Bamba,Latin,Latin,174.186,los lobos,Latin
crowded house,1987,"""Don't Dream It's Over""","""crowded house""",TRUE,2,Capitol Records,1986-01-01,Capitol Records,1980,TRUE,13,1,1,TRUE,Don't Dream It's Over,Pop,80s,236.933,crowded house,Pop
u2,1987,"""With or Without You""","""u2""",TRUE,7,UMC (Universal Music Catalogue),1987-03-03,UMC (Universal Music Catalogue),1980,FALSE,15,6,2.449489742783178,TRUE,With or Without You,Rock,Rock,295.515,u2,Rock
jody watley,1987,"""Looking for a New Love""","""jody watley""",TRUE,4,Geffen,1987-01-01,Geffen,1980,FALSE,16,3,1.7320508075688772,TRUE,Looking for a New Love,Pop,80s,242.4,jody watley,Pop
tiffany,1987,"""I Think We're Alone Now""","""tiffany""",TRUE,3,Geffen*,1987-01-01,Geffen*,1980,FALSE,18,2,1.4142135623730951,TRUE,I Think We're Alone Now,Pop,80s,228.84,tiffany,Pop
billy vera and the beaters,1987,"""At This Moment""","""billy vera and the beaters""",TRUE,1,Vera-Cruz Music Co.,2005-01-25,Vera-Cruz Music Co.,1980,FALSE,20,0,0,FALSE,At This Moment,Pop,80s,234.507,billy vera and the beaters,NA
chris de burgh,1987,"""The Lady in Red""","""chris de burgh""",TRUE,1,A&M,1986-06-01,A&M,1980,FALSE,21,0,0,FALSE,The Lady in Red,Pop,80s,256.487,chris de burgh,Pop
debbie gibson,1987,"""Only in My Dreams""","""debbie gibson""",TRUE,5,Rhino Atlantic,1987,Rhino Atlantic,1980,TRUE,26,4,2,TRUE,Only in My Dreams,Pop,80s,233.4,debbie gibson,Pop
bill medley,1987,"""(I've Had) The Time of My Life""","[""bill medley"",""jennifer warnes""]",TRUE,1,RCA Records Label,1987-09-24,RCA Records Label,1980,FALSE,27,0,0,FALSE,(I've Had) The Time of My Life,Pop,80s,290.333,bill medley & jennifer warnes,Pop
club nouveau,1987,"""Lean on Me""","""club nouveau""",TRUE,1,"Tommy Boy Music, LLC",1986-01-01,"Tommy Boy Music, LLC",1980,FALSE,29,0,0,FALSE,Lean on Me,Pop,80s,357.333,club nouveau,Pop
cutting crew,1987,"""(I Just) Died In Your Arms""","""cutting crew""",TRUE,2,Ten Records,1986-01-01,Ten Records,1980,FALSE,32,1,1,TRUE,(I Just) Died In Your Arms,Pop,80s,280.4,cutting crew,Pop
t'pau,1987,"""Heart and Soul""","""t'pau""",TRUE,1,UMC (Universal Music Catalogue),1987-09-14,UMC (Universal Music Catalogue),1980,FALSE,33,0,0,FALSE,Heart and Soul,Pop,80s,256.373,t'pau,Pop
georgia satellites,1987,"""Keep Your Hands to Yourself""","""georgia satellites""",TRUE,1,Elektra Asylum,1986-09-16,Elektra Asylum,1980,FALSE,35,0,0,FALSE,Keep Your Hands to Yourself,Rock,Southern Rock,205,georgia satellites,Rock
samantha fox,1987,"""Touch Me (I Want Your Body)""","""samantha fox""",TRUE,3,Sony Music UK,1986-07-07,Sony Music UK,1980,FALSE,44,2,1.4142135623730951,TRUE,Touch Me (I Want Your Body),Pop,80s,225.986,samantha fox,Pop
suzanne vega,1987,"""Luka""","""suzanne vega""",TRUE,1,A&M,1987-01-01,A&M,1980,FALSE,52,0,0,FALSE,Luka,Pop,Female Vocalists,231.933,suzanne vega,Pop
richard marx,1987,"""Don't Mean Nothing""","""richard marx""",TRUE,10,Capitol Records,1987-01-01,Capitol Records,1980,TRUE,54,9,3,TRUE,Don't Mean Nothing,Pop,Pop,281.533,richard marx,Pop
kenny g,1987,"""Songbird""","""kenny g""",TRUE,2,Arista,1986-09-01,Arista,1980,FALSE,55,1,1,TRUE,Songbird,Jazz,Smooth Jazz,303.333,kenny g,Jazz
europe,1987,"""Carrie""","""europe""",TRUE,1,Columbia/Legacy,1976-03-26,Columbia; Legacy,1980,TRUE,56,0,0,FALSE,Carrie,Rock,80s,272.133,europe,Rock
the system,1987,"""Don't Disturb This Groove""","""the system""",TRUE,1,Mirage Records / Unidisc Music Inc.,1987-01-01,Mirage Records; Unidisc Music Inc.,1980,FALSE,57,0,0,FALSE,Don't Disturb This Groove,Rnb,80s,317.874,the system,Rnb
exposé,1987,"""Come Go with Me""","""exposé""",TRUE,6,Arista,1987,Arista,1980,FALSE,62,5,2.23606797749979,TRUE,Come Go with Me,Pop,80s,257.826,exposé,Pop
swing out sister,1987,"""Breakout""","""swing out sister""",TRUE,1,Alligator Records,1984-04-01,Alligator Records,1980,FALSE,66,0,0,FALSE,Breakout,Pop,80s,226.453,swing out sister,Pop
ben e. king,1987,"""Stand by Me""","""ben e. king""",TRUE,1,Rhino Atlantic,1962,Rhino Atlantic,1980,TRUE,67,0,0,FALSE,Stand by Me,Blues,Soul,180.055,ben e. king,Blues
levert,1987,"""Casanova""","""levert""",TRUE,1,Rhino Atlantic,2010-08-29,Rhino Atlantic,1980,TRUE,71,0,0,FALSE,Casanova,Rnb,80s,262.373,levert,Rnb
gloria estefan,1987,"""Rhythm Is Gonna Get You""","[""gloria estefan"",""miami sound machine""]",TRUE,8,Epic,1987-06-02,Epic,1980,FALSE,72,7,2.6457513110645907,TRUE,Rhythm Is Gonna Get You,Pop,Dance,234.973,gloria estefan & miami sound machine,Pop
the whispers,1987,"""Rock Steady""","""the whispers""",TRUE,1,UNIDISC MUSIC INC.,1987-04-09,UNIDISC MUSIC INC.,1980,FALSE,73,0,0,FALSE,Rock Steady,Rnb,80s,243.706,the whispers,Rnb
lou gramm,1987,"""Midnight Blue""","""lou gramm""",TRUE,2,A&M,1974-01-01,A&M,1980,FALSE,82,1,1,TRUE,Midnight Blue,Rock,Rock,234.693,lou gramm,Rock
glenn medeiros,1987,"""Nothing's Gonna Change My Love for You""","""glenn medeiros""",TRUE,2,WM Japan,1985-01-15,WM Japan,1980,FALSE,85,1,1,TRUE,Nothing's Gonna Change My Love for You,Pop,80s,231.586,glenn medeiros,Pop
