primary_artist,Year,Title,record_label,album_year,decade,is_major_label,reappears_after_first
madness,1983,"""Our House""",Rhino Atlantic,1970-03-11,1980,TRUE,FALSE
men at work,1983,"""Overkill""",Columbia/Legacy,1981,1980,TRUE,TRUE
duran duran,1983,"""Is There Something I Should Know?""",Parlophone UK,1981-06-15,1980,FALSE,TRUE
laura branigan,1983,"""Gloria""",Atlantic Records,1982-03-10,1980,TRUE,TRUE
rick springfield,1983,"""Affair of the Heart""",RCA/Legacy,1981,1980,TRUE,TRUE
the tubes,1983,"""She's a Beauty""",Capitol Records,1983,1980,TRUE,FALSE
laura branigan,1983,"""Solitaire""",Atlantic Records,1983-03-16,1980,TRUE,TRUE
styx,1983,"""Don't Let It End""",Universal Music Enterprises,1973,1980,FALSE,TRUE
laura branigan,1983,"""How Am I Supposed to Live Without You""",Atlantic Records,1983-03-16,1980,TRUE,TRUE
david bowie,1983,"""China Girl""",Parlophone UK,1983,1980,FALSE,TRUE
the kinks,1983,"""Come Dancing""",Sanctuary Records,1970-11-27,1980,FALSE,TRUE
naked eyes,1983,"""Promises, Promises""",Chrysalis Records,1983-01-01,1980,FALSE,FALSE
little river band,1983,"""The Other Guy""",Little River Band,2006,1980,FALSE,TRUE
air supply,1983,"""Making Love Out of Nothing at All""",Arista/BMG Heritage,2003-05-29,1980,FALSE,TRUE
daryl hall,1983,"""Family Man""",RCA/Legacy,1982-10-04,1980,TRUE,TRUE
michael jackson,1983,"""Wanna Be Startin' Somethin'""",Epic,1982-11-30,1980,FALSE,TRUE
toto,1983,"""I Won't Hold You Back""",Columbia,1978-10-10,1980,FALSE,TRUE
christopher cross,1983,"""All Right""",Seeker Music,1979-12-20,1980,FALSE,TRUE
bryan adams,1983,"""Straight from the Heart""",A&M,1983-01-18,1980,FALSE,TRUE
kenny loggins,1983,"""Heart to Heart""",Columbia,1982,1980,FALSE,TRUE
lionel richie,1983,"""My Love""",UNI/MOTOWN,1982,1980,TRUE,TRUE
elton john,1983,"""I'm Still Standing""",UMC (Universal Music Catalogue),1970-04-10,1980,FALSE,TRUE
loverboy,1983,"""Hot Girls in Love""",Columbia,1983,1980,FALSE,TRUE
men at work,1983,"""It's a Mistake""",Columbia/Legacy,1983,1980,TRUE,TRUE
culture club,1983,"""I'll Tumble 4 Ya""",Virgin Catalogue,1982-09-01,1980,FALSE,TRUE
debarge,1983,"""All This Love""",UNI/MOTOWN,1982-04-28,1980,TRUE,TRUE
sammy hagar,1983,"""Your Love Is Driving Me Crazy""",Geffen,1982-01-01,1980,FALSE,FALSE
dionne warwick,1983,"""Heartbreaker""",Legacy Recordings,1982,1980,FALSE,TRUE
journey,1983,"""Faithfully""",Columbia,1983-02-01,1980,FALSE,TRUE
joe jackson,1983,"""Steppin' Out""",A&M,1982,1980,FALSE,FALSE
quarterflash,1983,"""Take Me to Heart""",Geffen,1983-01-01,1980,FALSE,TRUE
stray cats,1983,"""(She's) Sexy + 17""",CAPITOL CATALOG MKT (C92),1983-08-05,1980,FALSE,FALSE
champaign,1983,"""Try Again""",Legacy Recordings,1983-03-14,1980,FALSE,TRUE
shalamar,1983,"""Dead Giveaway""",UNIDISC MUSIC INC.,1983-01-01,1980,FALSE,TRUE
jackson browne,1983,"""Lawyers in Love""",Elektra Records,1983-07-26,1980,FALSE,TRUE
moving pictures,1983,"""What About Me""",Wheatley Records,1981,1980,FALSE,FALSE
michael jackson,1983,"""Human Nature""",Epic,1982-11-30,1980,FALSE,TRUE
def leppard,1983,"""Photograph""",UMC (Universal Music Catalogue),1983-01-20,1980,FALSE,TRUE
musical youth,1983,"""Pass the Dutchie""",UMC (Universal Music Catalogue),1982-10-22,1980,FALSE,FALSE
spandau ballet,1983,"""True""",Parlophone UK,1983-02-25,1980,FALSE,FALSE
frank stallone,1983,"""Far from Over""",Bee Gees Catalog,1977-12-13,1980,FALSE,FALSE
eric clapton,1983,"""I've Got a Rock 'n' Roll Heart""",Bushbranch / Surfdog Records,1983-02-01,1980,FALSE,TRUE
stephen bishop,1983,"""It Might Be You""",Rhino/Warner Records,1982,1980,TRUE,TRUE
peabo bryson,1983,"""Tonight, I Celebrate My Love""",CAPITOL CATALOG MKT (C92),1983-07-22,1980,FALSE,TRUE
tom petty and the heartbreakers,1983,"""You Got Lucky""",Geffen*,1982-11-02,1980,FALSE,TRUE
asia,1983,"""Don't Cry""",UNI/MOTOWN,1982-01-01,1980,TRUE,TRUE
joe jackson,1983,"""Breaking Us in Two""",A&M,1982,1980,FALSE,FALSE
earth,1983,"""Fall in Love with Me""",Columbia/Legacy,1975-11-11,1980,TRUE,TRUE
prince,1984,"""When Doves Cry""",Warner Records,1984-06-25,1980,FALSE,TRUE
tina turner,1984,"""What's Love Got to Do with It""",Parlophone UK,1984-05-29,1980,FALSE,TRUE
paul mccartney,1984,"""Say, Say, Say""",Paul McCartney Catalog,1983-10-28,1980,FALSE,TRUE
kenny loggins,1984,"""Footloose""",Columbia/Legacy,1984,1980,TRUE,TRUE
phil collins,1984,"""Against All Odds (Take a Look at Me Now)""",Rhino,1982-11-05,1980,TRUE,TRUE
van halen,1984,"""Jump""",Rhino/Warner Records,1984-01-04,1980,TRUE,TRUE
lionel richie,1984,"""Hello""",Motown,1983-01-01,1980,FALSE,TRUE
yes,1984,"""Owner of a Lonely Heart""",Rhino Atlantic,1983-06-01,1980,TRUE,TRUE
ray parker jr.,1984,"""Ghostbusters""",Arista/Legacy,1993-10-12,1980,TRUE,TRUE
culture club,1984,"""Karma Chameleon""",EMI Marketing,1983-10-01,1980,FALSE,TRUE
john waite,1984,"""Missing You""",Capitol Records,1984-01-01,1980,TRUE,FALSE
lionel richie,1984,"""All Night Long (All Night)""",Motown,1983,1980,FALSE,TRUE
deniece williams,1984,"""Let's Hear It for the Boy""",Columbia/Legacy,1984,1980,TRUE,TRUE
bruce springsteen,1984,"""Dancing in the Dark""",Columbia,1984-06-04,1980,FALSE,TRUE
cyndi lauper,1984,"""Girls Just Want to Have Fun""",Portrait,1983-10-14,1980,FALSE,TRUE
duran duran,1984,"""The Reflex""",Parlophone UK,1981-06-15,1980,FALSE,TRUE
cyndi lauper,1984,"""Time After Time""",Portrait,1983-10-14,1980,FALSE,TRUE
the pointer sisters,1984,"""Jump (For My Love)""",RCA/Legacy,1983-04-01,1980,TRUE,TRUE
the romantics,1984,"""Talking in Your Sleep""",Legacy Recordings,1983-02-14,1980,FALSE,FALSE
laura branigan,1984,"""Self Control""",Rhino Atlantic,1984,1980,TRUE,TRUE
prince,1984,"""Let's Go Crazy""",Warner Records,1984-06-25,1980,FALSE,TRUE
daryl hall,1984,"""Say It Isn't So""",Purple Pyramid Records,1969-07-01,1980,FALSE,TRUE
thompson twins,1984,"""Hold Me Now""",BMG Rights Management (UK) Ltd.,1984-01-01,1980,FALSE,TRUE
kool,1984,"""Joanna""",Island Def Jam,1983-11-21,1980,FALSE,TRUE
stevie wonder,1984,"""I Just Called to Say I Love You""",UNI/MOTOWN,1999-11-23,1980,TRUE,TRUE
rockwell,1984,"""Somebody's Watching Me""",UNI/MOTOWN,1984-01-30,1980,TRUE,FALSE
matthew wilder,1984,"""Break My Stride""",Legacy Recordings,1983-03-19,1980,FALSE,FALSE
nena,1984,"""99 Luftballons/99 Red Balloons""",BMG Rights Management GmbH,1983-09-23,1980,FALSE,FALSE
dan hartman,1984,"""I Can Dream About You""",Geffen,1984-05-03,1980,FALSE,FALSE
sheila e.,1984,"""The Glamorous Life""",Rhino/Warner Records,1984,1980,TRUE,TRUE
steve perry,1984,"""Oh Sherrie""",Columbia/Legacy,1984-04-01,1980,TRUE,FALSE
lionel richie,1984,"""Stuck on You""",Motown,1983-01-01,1980,FALSE,TRUE
elton john,1984,"""I Guess That's Why They Call It the Blues""",EMI,1974-06-28,1980,FALSE,TRUE
cyndi lauper,1984,"""She Bop""",Portrait,1983-10-14,1980,FALSE,TRUE
madonna,1984,"""Borderline""",Warner Records,1983-07-27,1980,FALSE,TRUE
corey hart,1984,"""Sunglasses at Night""",CAPITOL CATALOG MKT (C92),1983,1980,FALSE,TRUE
billy idol,1984,"""Eyes Without a Face""",CAPITOL CATALOG MKT (C92),1983-11-01,1980,FALSE,TRUE
eurythmics,1984,"""Here Comes the Rain Again""",RCA Records Label,1983-11-14,1980,FALSE,TRUE
billy joel,1984,"""Uptown Girl""",Columbia/Legacy,1973-11-07,1980,TRUE,TRUE
night ranger,1984,"""Sister Christian""",Geffen*,1983-01-01,1980,FALSE,TRUE
the cars,1984,"""Drive""",Rhino/Elektra,1984,1980,TRUE,TRUE
olivia newton-john,1984,"""Twist of Fate""","Universal Music Enterprises, a Division of UMG Recordings, Inc.",2002-02-05,1980,FALSE,TRUE
duran duran,1984,"""Union of the Snake""",Parlophone UK,1983-11-21,1980,FALSE,TRUE
huey lewis and the news,1984,"""The Heart of Rock & Roll""",Capitol Records (CAP),1983,1980,FALSE,TRUE
chicago,1984,"""Hard Habit to Break""",Rhino/Warner Records,1984,1980,TRUE,TRUE
scandal,1984,"""The Warrior""",Polydor,1980-01-01,1980,FALSE,FALSE
peabo bryson,1984,"""If Ever You're in My Arms Again""",Rhino/Elektra,1984,1980,TRUE,TRUE
the pointer sisters,1984,"""Automatic""",RCA/Legacy,1983-04-01,1980,TRUE,TRUE
shannon,1984,"""Let the Music Play""",Contagious Records / Emergency Music,2000-12-01,1980,FALSE,FALSE
julio iglesias,1984,"""To All the Girls I've Loved Before""",Columbia/Legacy,1984-08-24,1980,TRUE,FALSE
billy ocean,1984,"""Caribbean Queen (No More Love on the Run)""",Strut,1982-04-14,1980,FALSE,TRUE
genesis,1984,"""That's All""",Rhino Atlantic,1983-10-03,1980,TRUE,TRUE
lionel richie,1984,"""Running with the Night""",Motown,1983,1980,FALSE,TRUE
elton john,1984,"""Sad Songs (Say So Much)""",UMC (Universal Music Catalogue),1970-04-10,1980,FALSE,TRUE
huey lewis and the news,1984,"""I Want a New Drug""",Capitol Records (CAP),1983,1980,FALSE,TRUE
kenny rogers,1984,"""Islands in the Stream""",RCA/Legacy,1982-10-04,1980,TRUE,TRUE
pat benatar,1984,"""Love Is a Battlefield""",Chrysalis\EMI Records (USA),1983-01-01,1980,FALSE,TRUE
rod stewart,1984,"""Infatuation""",Mercury Records,1971-05-18,1980,FALSE,TRUE
mike reno,1984,"""Almost Paradise""",Columbia/Legacy,1984,1980,TRUE,FALSE
zz top,1984,"""Legs""",BMG Rights Management (US) LLC,1983-01-01,1980,FALSE,TRUE
the jacksons,1984,"""State of Shock""",Epic,1984-07-02,1980,FALSE,TRUE
rick springfield,1984,"""Love Somebody""",Legacy Recordings,1984-04-07,1980,FALSE,TRUE
culture club,1984,"""Miss Me Blind""",EMI Marketing,1983-10-01,1980,FALSE,TRUE
huey lewis and the news,1984,"""If This Is It""",Capitol Records (CAP),1983,1980,FALSE,TRUE
the cars,1984,"""You Might Think""",Elektra Records,1978-06-06,1980,FALSE,TRUE
madonna,1984,"""Lucky Star""",Warner Records,1983-07-27,1980,FALSE,TRUE
bruce springsteen,1984,"""Cover Me""",Columbia,1984-06-04,1980,FALSE,TRUE
quiet riot,1984,"""Cum on Feel the Noize""",Epic/Legacy,1983,1980,TRUE,FALSE
irene cara,1984,"""Breakdance""",UNIDISC MUSIC INC.,1983-11-02,1980,FALSE,TRUE
daryl hall,1984,"""Adult Education""",RCA/Legacy,1983,1980,TRUE,TRUE
tracey ullman,1984,"""They Don't Know""",Stiff Records,1983-11-25,1980,FALSE,FALSE
billy joel,1984,"""An Innocent Man""",Columbia/Legacy,1973-11-07,1980,TRUE,TRUE
bananarama,1984,"""Cruel Summer""",London Records (Because Ltd),1984-01-01,1980,FALSE,TRUE
wang chung,1984,"""Dance Hall Days""",Geffen,1984-01-16,1980,FALSE,TRUE
kc and the sunshine band,1984,"""Give It Up""",Rhino,1975,1980,TRUE,TRUE
the pointer sisters,1984,"""I'm So Excited""",RCA/Legacy,1982-02-01,1980,TRUE,TRUE
ray parker jr.,1984,"""I Still Can't Get Over Loving You""",Legacy Recordings,1983,1980,FALSE,TRUE
michael jackson,1984,"""Thriller""",Epic,1982-11-30,1980,FALSE,TRUE
madonna,1984,"""Holiday""",Warner Records,1983-07-27,1980,FALSE,TRUE
ollie,1984,"""Breakin'... There's No Stopping Us""",Universal Records,1984-01-01,1980,FALSE,FALSE
john lennon,1984,"""Nobody Told Me""",EMI Catalogue,1970-12-11,1980,FALSE,TRUE
culture club,1984,"""Church of the Poison Mind""",EMI Marketing,1983-10-01,1980,FALSE,TRUE
christopher cross,1984,"""Think of Laura""",Seeker Music,1979-12-20,1980,FALSE,TRUE
debarge,1984,"""Time Will Reveal""",UNI/MOTOWN,1983-09-24,1980,TRUE,TRUE
the police,1984,"""Wrapped Around Your Finger""",Polydor Records,1980-10-03,1980,FALSE,TRUE
john cougar mellencamp,1984,"""Pink Houses""",John Mellencamp 2023 (Island),1983,1980,FALSE,TRUE
ratt,1984,"""Round and Round""",BMG Rights Management (US) LLC,1984,1980,FALSE,FALSE
the go-go's,1984,"""Head over Heels""",A&M,1984,1980,FALSE,TRUE
billy joel,1984,"""The Longest Time""",Columbia/Legacy,1973-11-07,1980,TRUE,TRUE
kool,1984,"""Tonight""",Island Mercury,1974-09,1980,FALSE,TRUE
christine mcvie,1984,"""Got a Hold on Me""",WM Australia,1977,1980,FALSE,FALSE
shalamar,1984,"""Dancing in the Sheets""",EMI,1971-11-05,1980,FALSE,TRUE
the rolling stones,1984,"""Undercover of the Night""","ABKCO Music and Records, Inc.",1966-04-15,1980,FALSE,TRUE
john cafferty and the beaver brown band,1984,"""On the Dark Side""",Volcano/Legacy,1983-03-31,1980,TRUE,FALSE
duran duran,1984,"""New Moon on Monday""",Parlophone UK,1982-05-10,1980,FALSE,TRUE
peter schilling,1984,"""Major Tom (Coming Home)""",WM Germany,1982-12-03,1980,FALSE,FALSE
the cars,1984,"""Magic""",Rhino/Elektra,1979,1980,TRUE,TRUE
night ranger,1984,"""When You Close Your Eyes""",Epic/Legacy,1972,1980,TRUE,TRUE
billy squier,1984,"""Rock Me Tonite""",Capitol Records,1981,1980,TRUE,TRUE
james ingram,1984,"""Yah Mo B There""",Qwest Records IGA,1983-01-01,1980,FALSE,TRUE
wham!,1985,"""Careless Whisper""",V2,1991-09-24,1980,FALSE,TRUE
madonna,1985,"""Like a Virgin""",Warner Records,1984-11-12,1980,FALSE,TRUE
wham!,1985,"""Wake Me Up Before You Go-Go""",Columbia,1984-10-23,1980,FALSE,TRUE
foreigner,1985,"""I Want to Know What Love Is""",Atlantic Records,1984-12-12,1980,TRUE,TRUE
chaka khan,1985,"""I Feel for You""",Rhino/Warner Records,1984,1980,TRUE,FALSE
daryl hall,1985,"""Out of Touch""",RCA Records Label,2001-01-23,1980,FALSE,TRUE
tears for fears,1985,"""Everybody Wants to Rule the World""",UMC (Universal Music Catalogue),1985-02-25,1980,FALSE,TRUE
dire straits,1985,"""Money for Nothing""",Warner Records,1985-05-13,1980,FALSE,TRUE
madonna,1985,"""Crazy for You""",Sire/Warner Records,1990,1980,FALSE,TRUE
a-ha,1985,"""Take On Me""",Rhino,1985-06-01,1980,TRUE,FALSE
paul young,1985,"""Everytime You Go Away""",M.i.G - music,1985,1980,FALSE,TRUE
philip bailey,1985,"""Easy Lover""",Columbia/Legacy,1984-10-01,1980,TRUE,FALSE
reo speedwagon,1985,"""Can't Fight This Feeling""",Epic,1976-05-21,1980,FALSE,TRUE
starship,1985,"""We Built This City""",Rhino,1985-09-10,1980,TRUE,TRUE
huey lewis and the news,1985,"""The Power of Love""",Geffen*,1985-01-01,1980,FALSE,TRUE
simple minds,1985,"""Don't You (Forget About Me)""",UMC (Universal Music Catalogue),1985,1980,FALSE,TRUE
kool,1985,"""Cherish""",Mercury Records,1984-11-15,1980,FALSE,TRUE
john parr,1985,"""St. Elmo's Fire (Man in Motion)""",Atlantic Records,1985-01-01,1980,TRUE,FALSE
glenn frey,1985,"""The Heat Is On""",Geffen*,1993-01-01,1980,FALSE,FALSE
usa for africa,1985,"""We Are the World""",USA for Africa,1985-01-01,1980,FALSE,FALSE
tears for fears,1985,"""Shout""",EMI,1983-03-07,1980,FALSE,TRUE
stevie wonder,1985,"""Part-Time Lover""",Motown,1985-09-13,1980,FALSE,TRUE
whitney houston,1985,"""Saving All My Love for You""",Arista,1985-02-14,1980,FALSE,TRUE
bryan adams,1985,"""Heaven""",A&M,1984-11-05,1980,FALSE,TRUE
wham!,1985,"""Everything She Wants""",Sony Music CG,1984,1980,FALSE,TRUE
new edition,1985,"""Cool It Now""",Geffen*,1984-01-01,1980,FALSE,TRUE
jan hammer,1985,"""Miami Vice Theme""",Geffen,1987-01-01,1980,FALSE,FALSE
billy ocean,1985,"""Loverboy""",Columbia,1980,1980,FALSE,TRUE
teena marie,1985,"""Lovergirl""",Epic/Legacy,1985-11-11,1980,TRUE,FALSE
glenn frey,1985,"""You Belong to the City""",Geffen*,1995-01-01,1980,FALSE,FALSE
ready for the world,1985,"""Oh Sheila""",Geffen*,1985-01-01,1980,FALSE,TRUE
debarge,1985,"""Rhythm of the Night""",UNI/MOTOWN,1985,1980,TRUE,TRUE
phil collins,1985,"""One More Night""",Rhino,1982-11-05,1980,TRUE,TRUE
the honeydrippers,1985,"""Sea of Love""",Rhino Atlantic,1984,1980,TRUE,FALSE
duran duran,1985,"""A View to a Kill""",Cherry Red Records,1986-01-01,1980,FALSE,TRUE
duran duran,1985,"""The Wild Boys""",Parlophone UK,1984-11-12,1980,FALSE,TRUE
chicago,1985,"""You're the Inspiration""",Rhino/Warner Records,1984-05-14,1980,TRUE,TRUE
the pointer sisters,1985,"""Neutron Dance""",RCA/Legacy,1983-04-01,1980,TRUE,TRUE
pat benatar,1985,"""We Belong""",Capitol Records,1984,1980,TRUE,TRUE
commodores,1985,"""Nightshift""",UNI/MOTOWN,1985-01-01,1980,TRUE,TRUE
howard jones,1985,"""Things Can Only Get Better""",Cherry Red Records,1985-03-11,1980,FALSE,TRUE
jack wagner,1985,"""All I Need""",Rhino/Warner Records,1984-01-01,1980,TRUE,FALSE
aretha franklin,1985,"""Freeway of Love""",Rhino Atlantic,1968-06-14,1980,TRUE,TRUE
corey hart,1985,"""Never Surrender""",CAPITOL CATALOG MKT (C92),1985-01-01,1980,FALSE,TRUE
phil collins,1985,"""Sussudio""",Rhino,1985-01-25,1980,TRUE,TRUE
sheena easton,1985,"""Strut""",RT Industries,1984,1980,FALSE,TRUE
whitney houston,1985,"""You Give Good Love""",Arista,1985-02-14,1980,FALSE,TRUE
survivor,1985,"""The Search Is Over""",Volcano,1984-01-01,1980,FALSE,TRUE
diana ross,1985,"""Missing You""",Capitol Records,1984-01-01,1980,TRUE,TRUE
phil collins,1985,"""Separate Lives""",Columbia,1983-02-01,1980,FALSE,TRUE
prince,1985,"""Raspberry Beret""",Legacy Recordings,1985-04-22,1980,FALSE,TRUE
billy ocean,1985,"""Suddenly""",Sony Music UK,1984-09-12,1980,FALSE,TRUE
don henley,1985,"""The Boys of Summer""",Legacy Recordings,1975-04-07,1980,FALSE,TRUE
murray head,1985,"""One Night in Bangkok""",Polydor Records,1981-01-01,1980,FALSE,TRUE
sting,1985,"""If You Love Somebody Set Them Free""",A&M,1985-01-01,1980,FALSE,TRUE
animotion,1985,"""Obsession""",Island Mercury,1996-01-01,1980,FALSE,FALSE
tina turner,1985,"""We Don't Need Another Hero (Thunderdome)""",Parlophone UK,1984-05-29,1980,FALSE,TRUE
madonna,1985,"""Material Girl""",Warner Records,1984-11-12,1980,FALSE,TRUE
tina turner,1985,"""Better Be Good to Me""",Parlophone UK,1984-05-29,1980,FALSE,TRUE
tears for fears,1985,"""Head over Heels""",UMC (Universal Music Catalogue),1985-02-25,1980,FALSE,TRUE
harold faltermeyer,1985,"""Axel F""",Geffen,1988-01-01,1980,FALSE,FALSE
sade,1985,"""Smooth Operator""",Sony Music CG,1984-07-16,1980,FALSE,TRUE
mary jane girls,1985,"""In My House""",UNI/MOTOWN,1985-01-01,1980,TRUE,FALSE
phil collins,1985,"""Don't Lose My Number""",Rhino,1982-11-05,1980,TRUE,TRUE
cyndi lauper,1985,"""All Through the Night""",Portrait,1983-10-14,1980,FALSE,TRUE
bryan adams,1985,"""Run to You""",A&M,1984-11-05,1980,FALSE,TRUE
bruce springsteen,1985,"""Glory Days""",Columbia,1984-06-04,1980,FALSE,TRUE
'til tuesday,1985,"""Voices Carry""",Epic/Legacy,1985,1980,TRUE,FALSE
kool,1985,"""Misled""",Island Mercury,1974-09,1980,FALSE,TRUE
eurythmics,1985,"""Would I Lie to You?""",RCA Records Label,1983-11-14,1980,FALSE,TRUE
abc,1985,"""Be Near Me""",FRANK SINATRA DIGITAL REPRISE,1984-08-01,1980,FALSE,TRUE
paul mccartney,1985,"""No More Lonely Nights""",Paul McCartney Catalog,1984-10-22,1980,FALSE,TRUE
survivor,1985,"""I Can't Hold Back""",Volcano,1984-01-01,1980,FALSE,TRUE
bryan adams,1985,"""Summer of '69""",A&M,1984-11-05,1980,FALSE,TRUE
katrina and the waves,1985,"""Walking on Sunshine""",Capitol Records,1985,1980,TRUE,FALSE
wham!,1985,"""Freedom""",Columbia,1984-10-23,1980,FALSE,TRUE
julian lennon,1985,"""Too Late for Goodbyes""",Rhino Atlantic,1984,1980,TRUE,FALSE
julian lennon,1985,"""Valotte""",Virgin Catalogue,1984-01-01,1980,FALSE,FALSE
the power station,1985,"""Some Like It Hot""",Parlophone UK,1985,1980,FALSE,FALSE
ashford,1985,"""Solid""",EMI Catalogue,1984,1980,FALSE,FALSE
madonna,1985,"""Angel""",Warner Records,1984-11-12,1980,FALSE,TRUE
bruce springsteen,1985,"""I'm on Fire""",Columbia,1984-06-04,1980,FALSE,TRUE
daryl hall,1985,"""Method of Modern Love""",RCA/BMG Heritage,1984,1980,FALSE,TRUE
thompson twins,1985,"""Lay Your Hands on Me""",BMG Rights Management (UK) Ltd.,1985-09-17,1980,FALSE,TRUE
debarge,1985,"""Who's Holding Donna Now""",UNI/MOTOWN,1982-04-28,1980,TRUE,TRUE
john cougar mellencamp,1985,"""Lonely Ol' Night""",John Mellencamp 2023 (Island),1985,1980,FALSE,TRUE
heart,1985,"""What About Love""",CAPITOL CATALOG MKT (C92),1985-07-06,1980,FALSE,TRUE
david lee roth,1985,"""California Girls""",Warner Records,1985-01-15,1980,FALSE,TRUE
kool,1985,"""Fresh""",Mercury Records,1984-11-15,1980,FALSE,TRUE
jermaine jackson,1985,"""Do What You Do""",Legacy Recordings,1984-04-14,1980,FALSE,TRUE
the time,1985,"""Jungle Love""",Rhino Atlantic,1980,1980,TRUE,TRUE
bruce springsteen,1985,"""Born in the U.S.A.""",Columbia,1984-06-04,1980,FALSE,TRUE
tina turner,1985,"""Private Dancer""",Parlophone UK,1984-05-29,1980,FALSE,TRUE
aretha franklin,1985,"""Who's Zoomin' Who?""",RCA Records Label,1985,1980,FALSE,TRUE
sting,1985,"""Fortress Around Your Heart""",A&M,1985-01-01,1980,FALSE,TRUE
lionel richie,1985,"""Penny Lover""",Motown,1983,1980,FALSE,TRUE
don henley,1985,"""All She Wants to Do Is Dance""",Geffen,2009-01-01,1980,FALSE,TRUE
madonna,1985,"""Dress You Up""",Warner Records,1984-11-12,1980,FALSE,TRUE
night ranger,1985,"""Sentimental Street""",Geffen*,1985-01-01,1980,FALSE,TRUE
sheena easton,1985,"""Sugar Walls""",RT Industries,1984,1980,FALSE,TRUE
dionne,1986,"""That's What Friends Are For""",Arista,1985,1980,FALSE,FALSE
lionel richie,1986,"""Say You, Say Me""",UNI/MOTOWN,1986,1980,TRUE,TRUE
klymaxx,1986,"""I Miss You""",Geffen*,1984-01-01,1980,FALSE,FALSE
patti labelle,1986,"""On My Own""",Geffen,1986-01-01,1980,FALSE,FALSE
mr. mister,1986,"""Broken Wings""",RCA Records Label,1985-11-27,1980,FALSE,FALSE
whitney houston,1986,"""How Will I Know""",Arista,1985-02-14,1980,FALSE,TRUE
eddie murphy,1986,"""Party All the Time""",Legacy Recordings,1985-02-05,1980,FALSE,FALSE
survivor,1986,"""Burning Heart""",Volcano,1984-01-01,1980,FALSE,TRUE
mr. mister,1986,"""Kyrie""",RCA Records Label,1985-11-27,1980,FALSE,FALSE
robert palmer,1986,"""Addicted to Love""",Island Records,1979,1980,TRUE,TRUE
whitney houston,1986,"""The Greatest Love of All""",Arista/Legacy,1985-02-14,1980,TRUE,TRUE
atlantic starr,1986,"""Secret Lovers""",A&M,1986,1980,FALSE,TRUE
gloria loring,1986,"""Friends and Lovers""",Epic,1982,1980,FALSE,FALSE
peter cetera,1986,"""Glory of Love""",Rhino/Warner Records,1986,1980,TRUE,TRUE
pet shop boys,1986,"""West End Girls""",Rhino,1986-03-24,1980,TRUE,TRUE
billy ocean,1986,"""There'll Be Sad Songs (To Make You Cry)""",Sony Music UK,1981,1980,FALSE,TRUE
