primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year
psy,2012,"""Gangnam Style""","""psy""",TRUE,2,Silent Records/Universal Republic Records,2012-01-01
pitbull,2012,"""International Love""","[""pitbull"",""chris brown""]",FALSE,9,Mr.305/Polo Grounds Music/J Records,2011-06-17
phillip phillips,2012,"""Home""","""phillip phillips""",TRUE,3,19 Recordings/Interscope,2012-01-01
david guetta,2012,"""Without You""","[""david guetta"",""usher""]",FALSE,8,Parlophone (France),2011-08-24
gym class heroes,2012,"""Ass Back Home""","[""gym class heroes"",""neon hitch""]",FALSE,4,Decaydance/Fueled By Ramen/ATL,2008-09-08
hunter hayes,2012,"""Wanted""","""hunter hayes""",TRUE,3,Atlantic Records,2011
luke bryan,2012,"""Drunk on You""","""luke bryan""",FALSE,9,Capitol Nashville,2011-01-01
2 chainz,2012,"""No Lie""","[""2 chainz"",""drake""]",TRUE,2,Def Jam Recordings,2012-01-01
cher lloyd,2012,"""Want U Back""","""cher lloyd""",TRUE,1,Syco Music UK,2012-10-02
chris brown,2012,"""Don't Wake Me Up""","""chris brown""",FALSE,24,RCA Records Label,2012-05-18
big sean,2012,"""Dance (A$$)""","[""big sean"",""nicki minaj""]",FALSE,5,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2011-01-01
eric church,2012,"""Springsteen""","""eric church""",TRUE,2,Roc Nation / Jay-Z,2009-09-08
karmin,2012,"""Brokenhearted""","""karmin""",TRUE,1,Epic,2012-05-07
gavin degraw,2012,"""Not Over You""","""gavin degraw""",FALSE,4,RCA Records Label,2006
gym class heroes,2012,"""Stereo Hearts""","[""gym class heroes"",""adam levine""]",FALSE,4,Decaydance/Fueled By Ramen,2011-11-11
pitbull,2012,"""Back in Time""","""pitbull""",FALSE,9,Mr.305/Polo Grounds Music/RCA Records,2012
j. cole,2012,"""Work Out""","""j. cole""",TRUE,3,Roc Nation LLC,2011-09-27
adele,2012,"""Rumour Has It""","""adele""",FALSE,13,XL Recordings,2011-01-24
calvin harris,2012,"""Let's Go""","[""calvin harris"",""ne-yo""]",FALSE,10,Columbia,2012-04-20
carrie underwood,2012,"""Good Girl""","""carrie underwood""",FALSE,6,19 Recordings Limited / Arista Nashville,2012-05-01
little big town,2012,"""Pontoon""","""little big town""",TRUE,2,Average Joes Entertainment,2010-09-28
the lumineers,2012,"""Ho Hey""","""the lumineers""",TRUE,2,Dualtone Music Group,2012-04-03
coldplay,2012,"""Paradise""","""coldplay""",FALSE,8,Parlophone UK,2011-10-24
carrie underwood,2012,"""Blown Away""","""carrie underwood""",FALSE,6,19 Recordings Limited / Arista Nashville,2012-05-01
adele,2012,"""Rolling in the Deep""","""adele""",FALSE,13,XL Recordings,2011-01-17
usher,2012,"""Climax""","""usher""",FALSE,25,RCA Records Label,2012-05-28
wiz khalifa,2012,"""Work Hard, Play Hard""","""wiz khalifa""",FALSE,5,Rostrum/Atlantic,2012-04-23
ne-yo,2012,"""Let Me Love You (Until You Learn to Love Yourself)""","""ne-yo""",FALSE,11,J Records,2004-12-06
nicki minaj,2012,"""Pound the Alarm""","""nicki minaj""",FALSE,13,Nicki Minaj/Cash Money,2011-01-01
kenny chesney,2012,"""Come Over""","""kenny chesney""",FALSE,10,Broken Bow Records,2005-03-08
trey songz,2012,"""Heart Attack""","""trey songz""",FALSE,7,RBC Records,2008-05-01
kirko bangz,2012,"""Drank in My Cup""","""kirko bangz""",TRUE,1,Warner Records,2011-09-16
rihanna,2012,"""Birthday Cake""","[""rihanna"",""chris brown""]",FALSE,33,Def Jam Recordings,2011-11-19
b.o.b,2012,"""So Good""","""b.o.b""",FALSE,4,Jive,2005-09-01
train,2012,"""50 Ways to Say Goodbye""","""train""",FALSE,6,Interscope,2010-01-01
toby keith,2012,"""Red Solo Cup""","""toby keith""",FALSE,7,"Show Dog, LLC",2011-10-21
selena gomez,2012,"""Love You Like a Love Song""","[""selena gomez"",""the scene""]",FALSE,11,Hollywood Records,2011-01-01
chris brown,2012,"""Turn Up the Music""","""chris brown""",FALSE,24,Jive,2007-11-06
kesha,2012,"""Die Young""","""kesha""",FALSE,9,Kemosabe Records/RCA Records,2012-11-30
t-pain,2012,"""5 O'Clock""","[""t-pain"",""wiz khalifa"",""lily allen""]",FALSE,7,RCA/Legacy,2011-12-06
christina perri,2012,"""A Thousand Years""","""christina perri""",FALSE,2,Atlantic Records,2011-10-18
jason aldean,2012,"""Take a Little Ride""","""jason aldean""",FALSE,11,Broken Bow Records,2012-10-16
rihanna,2012,"""You da One""","""rihanna""",FALSE,33,Def Jam Recordings,2011-11-19
havana brown,2012,"""We Run the Night""","[""havana brown"",""pitbull""]",TRUE,1,Universal Music Australia Pty. Ltd.,2011-01-01
imagine dragons,2012,"""It's Time""","""imagine dragons""",TRUE,13,Kid Ina Korner / Interscope,2012-09-04
cash out,2012,"""Cashin' Out""","""cash out""",TRUE,1,Epic,2012-03-26
luke bryan,2012,"""I Don't Want This Night to End""","""luke bryan""",FALSE,9,Capitol Nashville,2011-01-01
rihanna,2012,"""Diamonds""","""rihanna""",FALSE,33,Def Jam Recordings,2012-01-01
lee brice,2012,"""Hard to Love""","""lee brice""",TRUE,4,Curb Records,2012-04-24
kip moore,2012,"""Somethin' 'Bout a Truck""","""kip moore""",TRUE,1,MCA Nashville,2012-01-01
miguel,2012,"""Adorn""","""miguel""",FALSE,5,ByStorm Entertainment/RCA Records,2012-09-28
jason aldean,2012,"""Fly Over States""","""jason aldean""",FALSE,11,RCA Records Label,1993-11-09
eli young band,2012,"""Even If It Breaks Your Heart""","""eli young band""",FALSE,2,The Boy Least Likely To,2005
linkin park,2012,"""Burn It Down""","""linkin park""",FALSE,7,Monument,2000-10-16
macklemore,2013,"""Thrift Shop""","[""macklemore"",""ryan lewis"",""wanz""]",TRUE,5,Macklemore,2012-10-09
robin thicke,2013,"""Blurred Lines""","[""robin thicke"",""t.i."",""pharrell williams""]",FALSE,3,The Neptunes,2013-01-01
imagine dragons,2013,"""Radioactive""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2012-09-04
baauer,2013,"""Harlem Shake""","""baauer""",TRUE,1,Rhino Atlantic,1973-01-01
macklemore,2013,"""Can't Hold Us""","[""macklemore"",""ryan lewis"",""ray dalton""]",FALSE,5,Macklemore,2012-10-09
justin timberlake,2013,"""Mirrors""","""justin timberlake""",FALSE,16,Jive,2002-11-04
pink,2013,"""Just Give Me a Reason""","[""pink"",""nate ruess""]",FALSE,19,RCA Records Label,2012-09-18
bruno mars,2013,"""When I Was Your Man""","""bruno mars""",FALSE,11,Sony Music Media,2000-12-25
florida georgia line,2013,"""Cruise""","[""florida georgia line"",""nelly""]",TRUE,7,BMX,2012-01-01
katy perry,2013,"""Roar""","""katy perry""",FALSE,18,American Recordings Catalog P&D,1989-01-01
bruno mars,2013,"""Locked Out of Heaven""","""bruno mars""",FALSE,11,Joey Records,2006-10-17
the lumineers,2013,"""Ho Hey""","""the lumineers""",FALSE,2,Dualtone Music Group,2012-04-03
rihanna,2013,"""Stay""","[""rihanna"",""mikky ekko""]",FALSE,33,Def Jam Recordings,2012-01-01
daft punk,2013,"""Get Lucky""","[""daft punk"",""pharrell williams""]",TRUE,1,Daft Life Ltd./ADA France,2001-03-12
lorde,2013,"""Royals""","""lorde""",TRUE,3,Universal Music New Zealand Limited,2013-01-01
taylor swift,2013,"""I Knew You Were Trouble.""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2012-10-22
miley cyrus,2013,"""We Can't Stop""","""miley cyrus""",FALSE,12,RCA Records Label,2013-10-04
miley cyrus,2013,"""Wrecking Ball""","""miley cyrus""",FALSE,12,Nytingale Records,2011-10-21
avicii,2013,"""Wake Me Up""","""avicii""",TRUE,3,Universal Music AB,2013-01-01
justin timberlake,2013,"""Suit & Tie""","[""justin timberlake"",""jay-z""]",FALSE,16,RCA Records Label,2013-01-15
anna kendrick,2013,"""Cups (Pitch Perfect's When I'm Gone)""","""anna kendrick""",TRUE,1,Red Zone Entertainment / IDJ,2011-01-01
jay-z,2013,"""Holy Grail""","[""jay-z"",""justin timberlake""]",FALSE,16,Roc Nation / Jay-Z,2013-07-04
will.i.am,2013,"""Scream & Shout""","[""will.i.am"",""britney spears""]",TRUE,2,Interscope,2013-01-01
zedd,2013,"""Clarity""","[""zedd"",""foxes""]",TRUE,4,Interscope,2012
awolnation,2013,"""Sail""","""awolnation""",TRUE,1,Red Bull Records,2011-03-15
swedish house mafia,2013,"""Don't You Worry Child""","[""swedish house mafia"",""john martin""]",TRUE,1,Bad Boy Records,1994-09-13
rihanna,2013,"""Diamonds""","""rihanna""",FALSE,33,Def Jam Recordings,2012-01-01
icona pop,2013,"""I Love It""","[""icona pop"",""charli xcx""]",TRUE,1,Big Beat Records/Atlantic,2012-06-19
capital cities,2013,"""Safe and Sound""","""capital cities""",TRUE,1,"Lazy Hooks, LLC",2013-06-04
bruno mars,2013,"""Treasure""","""bruno mars""",FALSE,11,Atlantic Records,2012-12-07
ariana grande,2013,"""The Way""","[""ariana grande"",""mac miller""]",TRUE,21,Universal Records,2013-01-01
drake,2013,"""Started from the Bottom""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2013-01-01
selena gomez,2013,"""Come & Get It""","""selena gomez""",FALSE,11,Hollywood Records,2013-01-01
drake,2013,"""Hold On, We're Going Home""","[""drake"",""majid jordan""]",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15
maroon 5,2013,"""Daylight""","""maroon 5""",FALSE,25,Interscope Records*,2012-01-01
pitbull,2013,"""Feel This Moment""","[""pitbull"",""christina aguilera""]",FALSE,9,Mr.305/Polo Grounds Music/J Records,2011-06-17
lady gaga,2013,"""Applause""","""lady gaga""",FALSE,17,Interscope,2013-01-01
maroon 5,2013,"""One More Night""","""maroon 5""",FALSE,25,Interscope Records*,2010
lil wayne,2013,"""Love Me""","[""lil wayne"",""drake"",""future""]",FALSE,11,CM/Republic,2013-01-01
fall out boy,2013,"""My Songs Know What You Did in the Dark (Light Em Up)""","""fall out boy""",FALSE,8,Island Records,2013-04-12
asap rocky,2013,"""Fuckin' Problems""","[""asap rocky"",""drake"",""2 chainz"",""kendrick lamar""]",TRUE,1,A$AP Worldwide/Polo Grounds Music/RCA Records,2011-10-31
justin bieber,2013,"""Beauty and a Beat""","[""justin bieber"",""nicki minaj""]",FALSE,16,RBMG/Def Jam,2012-01-01
macklemore,2013,"""Same Love""","[""macklemore"",""ryan lewis"",""mary lambert""]",FALSE,5,Macklemore,2012-10-09
calvin harris,2013,"""Sweet Nothing""","[""calvin harris"",""florence welch""]",FALSE,10,Columbia,2012-10-29
lana del rey,2013,"""Summertime Sadness""","[""lana del rey"",""cédric gervais""]",TRUE,1,Urban,2012-01-01
phillip phillips,2013,"""Home""","""phillip phillips""",FALSE,3,19 Recordings/Interscope,2012-01-01
imagine dragons,2013,"""It's Time""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2012-09-04
j. cole,2013,"""Power Trip""","[""j. cole"",""miguel""]",FALSE,3,Roc Nation LLC,2013-06-18
alicia keys,2013,"""Girl on Fire""","[""alicia keys"",""nicki minaj""]",FALSE,12,RCA Records Label,2012-11-18
demi lovato,2013,"""Heart Attack""","""demi lovato""",FALSE,5,Hollywood Records,2013-01-01
maroon 5,2013,"""Love Somebody""","""maroon 5""",FALSE,25,So So Def,2004-09-27
mumford,2013,"""I Will Wait""","[""mumford"",""sons""]",TRUE,1,Gasoline Alley,1996-07-30
pink,2013,"""Try""","""pink""",FALSE,19,Arista/Legacy,2003-11-10
darius rucker,2013,"""Wagon Wheel""","""darius rucker""",TRUE,1,Capitol Records Nashville,2013-01-01
psy,2013,"""Gangnam Style""","""psy""",FALSE,2,Silent Records/Universal Republic Records,2012-01-01
calvin harris,2013,"""I Need Your Love""","[""calvin harris"",""ellie goulding""]",FALSE,10,UMC (Universal Music Catalogue),2012-10-12
kesha,2013,"""Die Young""","""kesha""",FALSE,9,Kemosabe Records/RCA Records,2012-11-30
fun,2013,"""Some Nights""","""fun""",FALSE,4,Score Music,2010-03-19
wale,2013,"""Bad""","[""wale"",""tiara thomas or rihanna""]",TRUE,1,MMG/Atlantic,2013-02-05
blake shelton,2013,"""Boys 'Round Here""","[""blake shelton"",""pistol annies"",""friends""]",FALSE,7,Warner Records,2013-03-26
phillip phillips,2013,"""Gone, Gone, Gone""","""phillip phillips""",FALSE,3,Jive/Legacy,2007-06-05
imagine dragons,2013,"""Demons""","""imagine dragons""",FALSE,13,Catapult,2006-03-08
onerepublic,2013,"""Counting Stars""","""onerepublic""",FALSE,10,Nytingale Records,2011-10-21
flo rida,2013,"""I Cry""","""flo rida""",FALSE,11,Poe Boy/Atlantic,2012-06-22
of monsters,2013,"""Little Talks""","[""of monsters"",""men""]",TRUE,1,Universal Records,2012-01-01
jason derulo,2013,"""The Other Side""","""jason derulo""",FALSE,11,Beluga Heights/Warner Records,2013-09-10
eminem,2013,"""Berzerk""","""eminem""",FALSE,18,Aftermath,2013-11-05
kelly clarkson,2013,"""Catch My Breath""","""kelly clarkson""",FALSE,17,The Orchard,2004-08-24
luke bryan,2013,"""Crash My Party""","""luke bryan""",FALSE,9,Capitol Records Nashville,2013-01-01
rihanna,2013,"""Pour It Up""","""rihanna""",FALSE,33,Def Jam Recordings,2012-12-11
taylor swift,2013,"""22""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2012-10-22
hunter hayes,2013,"""I Want Crazy""","""hunter hayes""",FALSE,3,Atlantic Records,2011
ylvis,2013,"""The Fox (What Does the Fox Say?)""","""ylvis""",TRUE,1,WM Norway,2013-09-02
one direction,2013,"""Best Song Ever""","""one direction""",FALSE,6,Syco Music UK,2012-05-25
ed sheeran,2013,"""The A Team""","""ed sheeran""",TRUE,16,Atlantic Records UK,2011-09-09
fun,2013,"""Carry On""","""fun""",FALSE,4,Urban,2012-01-01
tim mcgraw,2013,"""Highway Don't Care""","[""tim mcgraw"",""taylor swift"",""keith urban""]",FALSE,10,"Big Machine Records, LLC",2013-01-01
luke bryan,2013,"""That's My Kind of Night""","""luke bryan""",FALSE,9,Capitol Records Nashville,2013-01-01
kendrick lamar,2013,"""Swimming Pools (Drank)""","""kendrick lamar""",TRUE,8,Aftermath,2012
blake shelton,2013,"""Sure Be Cool If You Did""","""blake shelton""",FALSE,7,Warner Bros.,2013-01-08
mariah carey,2013,"""#Beautiful""","[""mariah carey"",""miguel""]",FALSE,35,Columbia,1990-06-12
olly murs,2013,"""Troublemaker""","[""olly murs"",""flo rida""]",TRUE,1,Epic,2011
ciara,2013,"""Body Party""","""ciara""",FALSE,7,So So Def,2004-09-27
miguel,2013,"""Adorn""","""miguel""",FALSE,5,ByStorm Entertainment/RCA Records,2012-09-28
the script,2013,"""Hall of Fame""","[""the script"",""will.i.am""]",FALSE,3,BIG 3 ENTERTAINMENT,2005-10-25
ne-yo,2013,"""Let Me Love You (Until You Learn to Love Yourself)""","""ne-yo""",FALSE,11,J Records,2004-12-06
rocko,2013,"""U.O.E.N.O.""","[""rocko"",""future"",""rick ross""]",TRUE,1,Rocky Road Records,2013-03-05
emeli sandé,2013,"""Next to Me""","""emeli sandé""",TRUE,1,Virgin,2012-01-01
miranda lambert,2013,"""Mama's Broken Heart""","""miranda lambert""",FALSE,4,RCA Records Label Nashville,2011-11-01
thomas rhett,2013,"""It Goes Like This""","""thomas rhett""",TRUE,5,"The Valory Music Co., LLC",2013-01-01
ace hood,2013,"""Bugatti""","[""ace hood"",""future"",""rick ross""]",TRUE,1,We The Best Music/Cash Money Records,2013-01-01
hunter hayes,2013,"""Wanted""","""hunter hayes""",FALSE,3,Atlantic Records,2011
lady antebellum,2013,"""Downtown""","""lady antebellum""",FALSE,6,Capitol Nashville,2011-09-13
florida georgia line,2013,"""Get Your Shine On""","""florida georgia line""",FALSE,7,BMX,2012-01-01
will.i.am,2013,"""#thatPower""","[""will.i.am"",""justin bieber""]",FALSE,2,Epic/Phonogenic,2012-09-10
sara bareilles,2013,"""Brave""","""sara bareilles""",FALSE,4,Epic,2013-07-16
passenger,2013,"""Let Her Go""","""passenger""",TRUE,2,Nettwerk Music Group,2012-08-28
randy houser,2013,"""Runnin' Outta Moonlight""","""randy houser""",TRUE,1,VoiceExpress,2000
2 chainz,2013,"""I'm Different""","""2 chainz""",FALSE,2,Def Jam Recordings,2012-01-01
paramore,2013,"""Still Into You""","""paramore""",FALSE,3,Fueled By Ramen,2013-04-05
pharrell williams,2014,"""Happy""","""pharrell williams""",TRUE,1,Nytingale Records,2011-10-21
katy perry,2014,"""Dark Horse""","[""katy perry"",""juicy j""]",FALSE,18,Nytingale Records,2011-10-21
john legend,2014,"""All of Me""","""john legend""",FALSE,3,G.O.O.D. Music/Columbia,2013-08-30
iggy azalea,2014,"""Fancy""","[""iggy azalea"",""charli xcx""]",TRUE,2,EMI,2014-01-01
onerepublic,2014,"""Counting Stars""","""onerepublic""",FALSE,10,Nytingale Records,2011-10-21
jason derulo,2014,"""Talk Dirty""","[""jason derulo"",""2 chainz""]",FALSE,11,Ancient & Modern,2011-09-05
magic!,2014,"""Rude""","""magic!""",TRUE,1,Latium Records/RCA Records,2013-10-11
meghan trainor,2014,"""All About That Bass""","""meghan trainor""",TRUE,9,Epic,2014-06-30
ariana grande,2014,"""Problem""","[""ariana grande"",""iggy azalea""]",FALSE,21,Republic Records,2014-04-28
sam smith,2014,"""Stay with Me""","""sam smith""",TRUE,10,PLG - Capitol,2014-05-26
pitbull,2014,"""Timber""","[""pitbull"",""kesha""]",FALSE,9,Mr.305/Polo Grounds Music/RCA Records,2012
bastille,2014,"""Pompeii""","""bastille""",TRUE,1,EMI (Virgin),2013-01-01
taylor swift,2014,"""Shake It Off""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2014-10-27
nico,2014,"""Am I Wrong""","[""nico"",""vinz""]",TRUE,1,Roc-A-Fella,2008-11-24
dj snake,2014,"""Turn Down for What""","[""dj snake"",""lil jon""]",TRUE,6,Epic,2001-06-28
eminem,2014,"""The Monster""","[""eminem"",""rihanna""]",FALSE,18,American Recordings Catalog P&D,1989-01-01
a great big world,2014,"""Say Something""","[""a great big world"",""christina aguilera""]",TRUE,1,KATHARINE MCPHEE,2010
lorde,2014,"""Team""","""lorde""",FALSE,3,Universal Music New Zealand Limited,2013-09-27
passenger,2014,"""Let Her Go""","""passenger""",FALSE,2,Nettwerk Music Group,2012-08-28
lorde,2014,"""Royals""","""lorde""",FALSE,3,Universal Music New Zealand Limited,2013-01-01
idina menzel,2014,"""Let It Go""","""idina menzel""",TRUE,1,Walt Disney Records,2013-01-01
avicii,2014,"""Wake Me Up""","""avicii""",FALSE,3,Universal Music AB,2013-01-01
imagine dragons,2014,"""Demons""","""imagine dragons""",FALSE,13,Catapult,2006-03-08
one direction,2014,"""Story of My Life""","""one direction""",FALSE,6,Syco Music,2013-11-25
sia,2014,"""Chandelier""","""sia""",TRUE,4,Vitamin Records,2014-08-19
iggy azalea,2014,"""Black Widow""","[""iggy azalea"",""rita ora""]",FALSE,2,EMI,2014-01-01
jessie j,2014,"""Bang Bang""","[""jessie j"",""ariana grande"",""nicki minaj""]",FALSE,4,Universal Records,2014-08-22
disclosure,2014,"""Latch""","[""disclosure"",""sam smith""]",TRUE,1,Universal-Island Records Ltd.,2012-01-01
maroon 5,2014,"""Maps""","""maroon 5""",FALSE,25,Interscope Records*,2010
chris brown,2014,"""Loyal""","[""chris brown"",""lil wayne"",""french montana or too short or tyga""]",FALSE,24,RCA/Legacy,2013-12-19
american authors,2014,"""Best Day of My Life""","""american authors""",TRUE,1,Island Records,2014-01-01
tove lo,2014,"""Habits (Stay High)""","""tove lo""",TRUE,3,Universal Music AB,2014-01-01
calvin harris,2014,"""Summer""","""calvin harris""",FALSE,10,Columbia,2014-06-20
charli xcx,2014,"""Boom Clap""","""charli xcx""",TRUE,1,Atlantic Records UK,2014-12-15
beyoncé,2014,"""Drunk in Love""","[""beyoncé"",""jay-z""]",FALSE,23,Parkwood Entertainment/Columbia,2014-11-24
nicki minaj,2014,"""Anaconda""","""nicki minaj""",FALSE,13,Black Box Recordings Inc.,2014-01-21
ariana grande,2014,"""Break Free""","[""ariana grande"",""zedd""]",FALSE,21,Universal Records,2014-08-22
enrique iglesias,2014,"""Bailando""","[""enrique iglesias"",""descemer bueno"",""gente de zona""]",FALSE,8,Universal Music Group International,2014-01-01
ellie goulding,2014,"""Burn""","""ellie goulding""",FALSE,5,UMC (Universal Music Catalogue),2012-10-12
jason derulo,2014,"""Wiggle""","[""jason derulo"",""snoop dogg""]",FALSE,11,Beluga Heights/Warner Records,2013-09-10
clean bandit,2014,"""Rather Be""","[""clean bandit"",""jess glynne""]",TRUE,2,Atlantic Records,2014-01-17
jeremih,2014,"""Don't Tell 'Em""","[""jeremih"",""yg""]",FALSE,4,MMG/Warner Records,2011-10-28
kid ink,2014,"""Show Me""","[""kid ink"",""chris brown""]",TRUE,1,Tha Alumni Music Group/88 Classic/RCA Records,2014-01-06
miley cyrus,2014,"""Wrecking Ball""","""miley cyrus""",FALSE,12,Nytingale Records,2011-10-21
justin timberlake,2014,"""Not a Bad Thing""","""justin timberlake""",FALSE,16,RCA Records Label,2013-03-15
katy perry,2014,"""Roar""","""katy perry""",FALSE,18,American Recordings Catalog P&D,1989-01-01
paramore,2014,"""Ain't It Fun""","""paramore""",FALSE,3,Glassnote - VMG,2011-11-15
aloe blacc,2014,"""The Man""","""aloe blacc""",TRUE,1,Interscope,2013-01-01
florida georgia line,2014,"""This Is How We Roll""","[""florida georgia line"",""luke bryan""]",FALSE,7,Big Machine Label Group,2013-01-01
mkto,2014,"""Classic""","""mkto""",TRUE,1,Columbia/M2V,2012
coldplay,2014,"""A Sky Full of Stars""","""coldplay""",FALSE,8,Parlophone UK,2014-05-02
ed sheeran,2014,"""Don't""","""ed sheeran""",FALSE,16,Atlantic Records UK,2013
trey songz,2014,"""Na Na""","""trey songz""",FALSE,7,Atlantic Records,2009-08-31
bobby shmurda,2014,"""Hot Boy""","""bobby shmurda""",TRUE,1,Integrity Music (US),1993
drake,2014,"""Hold On, We're Going Home""","[""drake"",""majid jordan""]",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15
ed sheeran,2014,"""Sing""","""ed sheeran""",FALSE,16,Atlantic Records UK,2013
imagine dragons,2014,"""Radioactive""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2012-09-04
yg,2014,"""My Hitta""","[""yg"",""jeezy"",""rich homie quan""]",TRUE,2,Def Jam Recordings,2013-01-01
echosmith,2014,"""Cool Kids""","""echosmith""",TRUE,1,Hitmix Music,2011-01-10
avicii,2014,"""Hey Brother""","""avicii""",FALSE,3,Universal Music AB,2013-01-01
jason derulo,2014,"""Trumpets""","""jason derulo""",FALSE,11,Beluga Heights/Warner Records,2010-02-24
maroon 5,2014,"""Animals""","""maroon 5""",FALSE,25,Interscope Records*,2010
jason aldean,2014,"""Burnin' It Down""","""jason aldean""",FALSE,11,Broken Bow Records,2014-10-07
luke bryan,2014,"""Play It Again""","""luke bryan""",FALSE,9,Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15
tinashe,2014,"""2 On""","[""tinashe"",""schoolboy q""]",TRUE,1,RCA Records Label,2014-10-01
florida georgia line,2014,"""Dirt""","""florida georgia line""",FALSE,7,Big Machine Label Group,2014-10-14
onerepublic,2014,"""Love Runs Out""","""onerepublic""",FALSE,10,Mosley / Interscope,2014-01-01
brantley gilbert,2014,"""Bottoms Up""","""brantley gilbert""",TRUE,1,Average Joes Entertainment,2008
becky g,2014,"""Shower""","""becky g""",TRUE,2,Kemosabe Records/RCA Records,2014-04-23
rixton,2014,"""Me and My Broken Heart""","""rixton""",TRUE,1,Silent Records/Giant Little Man,2014-01-01
martin garrix,2014,"""Animals""","""martin garrix""",TRUE,1,STMPD RCRDS,2013-06-17
rich gang,2014,"""Lifestyle""","[""rich gang"",""young thug"",""rich homie quan""]",TRUE,1,Aftermath,2012
kenny chesney,2014,"""American Kids""","""kenny chesney""",FALSE,10,Average Joes Entertainment,2011-08-22
sara bareilles,2014,"""Brave""","""sara bareilles""",FALSE,4,Epic,2013-07-16
the neighbourhood,2014,"""Sweater Weather""","""the neighbourhood""",TRUE,1,the [r]evolve group,2012-08-07
sam hunt,2014,"""Leave the Night On""","""sam hunt""",TRUE,5,YEARS GONE BY,2008-07-23
chris brown,2014,"""New Flame""","[""chris brown"",""usher"",""rick ross""]",FALSE,24,Jive,2005
michael jackson,2014,"""Love Never Felt So Good""","[""michael jackson"",""justin timberlake""]",FALSE,26,Epic/MJJ,2014-05-09
dierks bentley,2014,"""Drunk on a Plane""","""dierks bentley""",FALSE,2,Capitol Records Nashville,2014-01-01
katy perry,2014,"""Birthday""","""katy perry""",FALSE,18,Capitol Records (CAP),2013-01-01
lady antebellum,2014,"""Bartender""","""lady antebellum""",FALSE,6,Universal Records,2008-01-01
naughty boy,2014,"""La La La""","[""naughty boy"",""sam smith""]",TRUE,1,Saregama,1980-12-01
robin thicke,2014,"""Blurred Lines""","[""robin thicke"",""t.i."",""pharrell williams""]",FALSE,3,The Neptunes,2013-01-01
lady gaga,2014,"""Do What U Want""","[""lady gaga"",""r. kelly""]",FALSE,17,Interscope,2013-10-21
shakira,2014,"""Can't Remember to Forget You""","[""shakira"",""rihanna""]",FALSE,6,Rhino/Elektra,1976-12-08
5 seconds of summer,2014,"""Amnesia""","""5 seconds of summer""",TRUE,4,Morr Music,2002-08-26
t.i.,2014,"""No Mediocre""","[""t.i."",""iggy azalea""]",FALSE,11,Grand Hustle/Atlantic,2006-08-28
kongos,2014,"""Come with Me Now""","""kongos""",TRUE,1,Epic,2014-01-27
lil wayne,2014,"""Believe Me""","[""lil wayne"",""drake""]",FALSE,11,Jive/Legacy,2008-11-11
mike will made-it,2014,"""23""","[""mike will made-it"",""miley cyrus"",""wiz khalifa"",""and juicy j""]",TRUE,1,Mike WiLL Made-It,2013-01-01
jake owen,2014,"""Beachin'""","""jake owen""",FALSE,2,RCA Records Label Nashville,2013-12-02
macklemore,2014,"""White Walls""","[""macklemore"",""ryan lewis"",""schoolboy q"",""hollis""]",FALSE,5,Macklemore,2012-10-09
5 seconds of summer,2014,"""She Looks So Perfect""","""5 seconds of summer""",FALSE,4,Psychopathic,2012
zedd,2014,"""Stay the Night""","[""zedd"",""hayley williams""]",FALSE,4,Interscope,2012
beyoncé,2014,"""Partition""","""beyoncé""",FALSE,23,Parkwood Entertainment/Columbia,2011-06-24
schoolboy q,2014,"""Studio""","[""schoolboy q"",""bj the chicago kid""]",TRUE,1,Syntax Records,2007-03-27
drake,2014,"""0 to 100 / The Catch Up""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2013-07-14
lee brice,2014,"""I Don't Dance""","""lee brice""",FALSE,4,Curb Records,2012-04-24
miranda lambert,2014,"""Somethin' Bad""","[""miranda lambert"",""carrie underwood""]",FALSE,4,RCA Records Label Nashville,2014-06-02
miley cyrus,2014,"""Adore You""","""miley cyrus""",FALSE,12,RCA Records Label,2013-10-04
mark ronson,2015,"""Uptown Funk""","[""mark ronson"",""bruno mars""]",TRUE,1,fyto inc.,2009-02-04
ed sheeran,2015,"""Thinking Out Loud""","""ed sheeran""",FALSE,16,fyto inc.,2009-02-04
wiz khalifa,2015,"""See You Again""","[""wiz khalifa"",""charlie puth""]",FALSE,5,Atlantic Records,2015
fetty wap,2015,"""Trap Queen""","""fetty wap""",TRUE,4,300 Entertainment/RGF Productions,2015-05-04
maroon 5,2015,"""Sugar""","""maroon 5""",FALSE,25,Interscope Records*,2010
