primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappears_after_first,reappearance_count,sqrt_reappearance,row_id,title_clean,artist_clean,track_id,genre,duration_ms,duration_sec,clean_title,search_artist,genre_final,lastfm_genre
snow patrol,2006,"""Chasing Cars""","""snow patrol""",TRUE,2,Polydor Records,2006-01-01,Polydor Records,2000,FALSE,29,TRUE,1,1,647,chasing cars,snow patrol,TRAEZLQ128F427F954,Rock,267960,267.96,Chasing Cars,snow patrol,Rock,rock
hinder,2006,"""Lips of an Angel""","""hinder""",TRUE,3,Universal Records,2005,Universal Records,2000,FALSE,30,TRUE,2,1.4142135623731,648,lips of an angel,hinder,TRQRNSP12903D02A50,NA,261853,261.853,Lips of an Angel,hinder,pop rock,rock
cascada,2006,"""Everytime We Touch""","""cascada""",TRUE,1,Zoo Digital,2010-02-12,Zoo Digital,2000,FALSE,31,FALSE,0,0,649,everytime we touch,cascada,TRBTWJK128EF366021,Electronic	Pop,197124,197.124,Everytime We Touch,cascada,Electronic	Pop,pop
bubba sparxxx,2006,"""Ms. New Booty""","[""bubba sparxxx"",""ying yang twins""]",TRUE,1,Virgin Records,2005-01-01,Virgin Records,2000,FALSE,36,FALSE,0,0,650,ms new booty,bubba sparxxx,NA,NA,252653,252.653,Ms. New Booty,bubba sparxxx & ying yang twins,NA,NA
plain white t's,2007,"""Hey There Delilah""","""plain white t's""",TRUE,1,Fearless Records,2005-01-25,Fearless Records,2000,FALSE,7,FALSE,0,0,651,hey there delilah,plain white ts,TRBNYBX128F422EC61,Rock,232533,232.533,Hey There Delilah,plain white t's,Rock,rock
shop boyz,2007,"""Party Like a Rockstar""","""shop boyz""",TRUE,1,Universal (MT),2007-01-01,Universal (MT),2000,FALSE,14,FALSE,0,0,652,party like a rockstar,shop boyz,TRMNSWA128F428F550,Rap,253400,253.4,Party Like a Rockstar,shop boyz,Rap,rap
mims,2007,"""This Is Why I'm Hot""","""mims""",TRUE,1,Capitol Records,2007-01-01,Capitol Records,2000,FALSE,16,FALSE,0,0,653,this is why im hot,mims,NA,NA,253706,253.706,This Is Why I'm Hot,mims,rap,rap
daughtry,2007,"""It's Not Over""","""daughtry""",TRUE,5,RCA Records Label,2006,RCA Records Label,2000,FALSE,17,TRUE,4,2,654,its not over,daughtry,TRBGMZJ128F42BC17E,NA,215026,215.026,It's Not Over,daughtry,pop rock,rock
timbaland,2007,"""The Way I Are""","[""timbaland"",""keri hilson""]",TRUE,5,"Blackground Records, LLC",1998-06-16,"Blackground Records, LLC",2000,FALSE,18,TRUE,4,2,655,the way i are,timbaland,NA,NA,179120,179.12,The Way I Are,timbaland & keri hilson,NA,NA
soulja boy tell 'em,2007,"""Crank That (Soulja Boy)""","""soulja boy tell 'em""",TRUE,4,Collipark / Interscope,2007-01-01,Collipark; Interscope,2000,FALSE,20,TRUE,3,1.73205080756888,656,crank that soulja boy,soulja boy tell em,TREPOWV128F423CF11,Pop	Rap,221933,221.933,Crank That (Soulja Boy),soulja boy tell 'em,Pop	Rap,rap
gym class heroes,2007,"""Cupid's Chokehold""","[""gym class heroes"",""patrick stump""]",TRUE,4,Decaydance/Fueled By Ramen/ATL,2005-02-22,Decaydance; Fueled By Ramen; ATL,2000,FALSE,23,TRUE,3,1.73205080756888,657,cupids chokehold,gym class heroes,NA,NA,243773,243.773,Cupid's Chokehold,gym class heroes & patrick stump,rap,pop
jim jones,2007,"""We Fly High""","""jim jones""",TRUE,2,Byrds Fly Inc.,2006-07-15,Byrds Fly Inc.,2000,FALSE,28,TRUE,1,1,658,we fly high,jim jones,TRTJQTZ128F92F4A64,NA,236080,236.08,We Fly High,jim jones,rap,rap
unk,2007,"""Walk It Out""","""unk""",TRUE,2,eOne Music,2006-10-03,eOne Music,2000,FALSE,30,FALSE,1,1,659,walk it out,unk,TRPJFRW128EF3676B9,Rap,173040,173.04,Walk It Out,unk,Rap,rap
sean kingston,2007,"""Beautiful Girls""","""sean kingston""",TRUE,4,Epic,2007-07-23,Epic,2000,TRUE,31,TRUE,3,1.73205080756888,660,beautiful girls,sean kingston,TRBNKEI128F422EC4B,Rap	RnB,225373,225.373,Beautiful Girls,sean kingston,Rap	RnB,reggae
huey,2007,"""Pop, Lock & Drop It""","""huey""",TRUE,1,Jive,2006,Jive,2000,TRUE,34,FALSE,0,0,661,pop lock and drop it,huey,TRYBBYX128EF3676BA,Rap,261026,261.026,"Pop, Lock & Drop It",huey,Rap,rap
flo rida,2008,"""Low""","[""flo rida"",""t-pain""]",TRUE,11,Geffen,2008-01-01,Geffen,2000,TRUE,1,TRUE,10,3.16227766016838,662,low,flo rida,TRRIHAK128F42A0ED9,RnB	Rap,231400,231.4,Low,flo rida & t-pain,RnB	Rap,pop
leona lewis,2008,"""Bleeding Love""","""leona lewis""",TRUE,2,Syco Music UK,2007,Syco Music UK,2000,FALSE,2,FALSE,1,1,663,bleeding love,leona lewis,TRDHBPQ128F425EA1E,RnB	Pop,262466,262.466,Bleeding Love,leona lewis,RnB	Pop,pop
lil wayne,2008,"""Lollipop""","[""lil wayne"",""static major""]",TRUE,11,CM/Republic,2008-01-01,CM; Republic,2000,FALSE,4,TRUE,10,3.16227766016838,664,lollipop,lil wayne,TRTELIL128F427B1ED,NA,299333,299.333,Lollipop,lil wayne & static major,rap,rap
jordin sparks,2008,"""No Air""","[""jordin sparks"",""chris brown""]",TRUE,4,19 Recordings,2007-11-20,19 Recordings,2000,FALSE,6,TRUE,3,1.73205080756888,665,no air,jordin sparks,NA,NA,264373,264.373,No Air,jordin sparks & chris brown,r&b,pop
sara bareilles,2008,"""Love Song""","""sara bareilles""",TRUE,4,Epic,2007-07-03,Epic,2000,TRUE,7,TRUE,3,1.73205080756888,666,love song,sara bareilles,TRCUKHR128F92DF656,Pop,258826,258.826,Love Song,sara bareilles,Pop,pop
katy perry,2008,"""I Kissed a Girl""","""katy perry""",TRUE,18,Capitol Records,2008-06-17,Capitol Records,2000,FALSE,14,TRUE,17,4.12310562561766,667,i kissed a girl,katy perry,TRONBHE128F92D6309,Pop,179640,179.64,I Kissed a Girl,katy perry,Pop,pop
kardinal offishall,2008,"""Dangerous""","[""kardinal offishall"",""akon""]",TRUE,1,BBE Music,2004-10-05,BBE Music,2000,FALSE,29,FALSE,0,0,668,dangerous,kardinal offishall,TRZMIPO128F421C8B9,NA,246053,246.053,Dangerous,kardinal offishall & akon,rap,rap
miley cyrus,2008,"""See You Again""","""miley cyrus""",TRUE,12,Hollywood Records,2007-06-26,Hollywood Records,2000,FALSE,31,TRUE,11,3.3166247903554,669,see you again,miley cyrus,TRWAJIG128F9312553,NA,190453,190.453,See You Again,miley cyrus,pop rock,pop
metro station,2008,"""Shake It""","""metro station""",TRUE,1,Columbia,2007,Columbia,2000,FALSE,32,FALSE,0,0,670,shake it,metro station,TRWBRHA128F92F4359,NA,179946,179.946,Shake It,metro station,electronic,electronic
m.i.a.,2008,"""Paper Planes""","""m.i.a.""",TRUE,1,XL Recordings,2007-08-20,XL Recordings,2000,FALSE,35,FALSE,0,0,671,paper planes,mia,TRWVTDX128F931ECEF,Electronic	Rap,205200,205.2,Paper Planes,m.i.a.,Electronic	Rap,electronic
estelle,2008,"""American Boy""","[""estelle"",""kanye west""]",TRUE,1,Woah Dad!,2008-01-29,Woah Dad!,2000,FALSE,39,FALSE,0,0,672,american boy,estelle,NA,NA,284733,284.733,American Boy,estelle & kanye west,r&b,pop
lady gaga,2009,"""Poker Face""","""lady gaga""",TRUE,17,Interscope,2008-01-01,Interscope,2000,FALSE,2,TRUE,16,4,673,poker face,lady gaga,TRBVCHD128F92CFFC1,NA,237200,237.2,Poker Face,lady gaga,electronic,pop
kings of leon,2009,"""Use Somebody""","""kings of leon""",TRUE,2,RCA/Legacy,2008-09-23,RCA; Legacy,2000,FALSE,14,TRUE,1,1,674,use somebody,kings of leon,TRZNABT128F92DFF50,NA,230760,230.76,Use Somebody,kings of leon,pop rock,rock
keri hilson,2009,"""Knock You Down""","[""keri hilson"",""kanye west"",""ne-yo""]",TRUE,3,Mosley / Interscope,2009,Mosley; Interscope,2000,FALSE,15,TRUE,2,1.4142135623731,675,knock you down,keri hilson,NA,NA,326186,326.186,Knock You Down,keri hilson & kanye west & ne-yo,r&b,pop
pitbull,2009,"""I Know You Want Me (Calle Ocho)""","""pitbull""",TRUE,9,"Ultra Records, LLC",2009,"Ultra Records, LLC",2000,FALSE,17,TRUE,8,2.82842712474619,676,i know you want me calle ocho,pitbull,NA,NA,237120,237.12,I Know You Want Me (Calle Ocho),pitbull,rap,rap
jay sean,2009,"""Down""","[""jay sean"",""lil wayne""]",TRUE,3,Cash Money,2009,Cash Money,2000,FALSE,20,TRUE,2,1.4142135623731,677,down,jay sean,TRQSOXA12903CC66F3,NA,212506,212.506,Down,jay sean & lil wayne,NA,pop
drake,2009,"""Best I Ever Had""","""drake""",TRUE,43,Young Money/Cash Money Records,2009,Young Money; Cash Money Records,2000,FALSE,22,TRUE,42,6.48074069840786,678,best i ever had,drake,TRBPIPC12903CACF63,Rap,257690,257.69,Best I Ever Had,drake,Rap,rap
shinedown,2009,"""Second Chance""","""shinedown""",TRUE,1,Atlantic Records,2008-06-23,Atlantic Records,2000,TRUE,26,FALSE,0,0,679,second chance,shinedown,NA,NA,222066,222.066,Second Chance,shinedown,pop rock,rock
kid cudi,2009,"""Day 'n' Nite""","""kid cudi""",TRUE,1,Kid Cudi/Universal Records,2009-01-01,Kid Cudi; Universal Records,2000,FALSE,28,FALSE,0,0,680,day n nite,kid cudi,TRAWCBC128F92ECDE9,Rap,221240,221.24,Day 'n' Nite,kid cudi,Rap,rap
3oh!3,2009,"""Don't Trust Me""","""3oh!3""",TRUE,2,Rhino Atlantic,2008-07-07,Rhino Atlantic,2000,FALSE,30,TRUE,1,1,681,dont trust me,3oh3,NA,NA,192573,192.573,Don't Trust Me,3oh!3,electronic,electronic
jason derulo,2009,"""Whatcha Say""","""jason derulo""",TRUE,11,Beluga Heights/Warner Records,2010-02-24,Beluga Heights; Warner Records,2000,FALSE,34,TRUE,10,3.16227766016838,682,whatcha say,jason derulo,TRBCFQK12903CA5CE2,Pop,221253,221.253,Whatcha Say,jason derulo,Pop,pop
jeremih,2009,"""Birthday Sex""","""jeremih""",TRUE,4,Bu Vision LLC / IDJ,2009-01-01,Bu Vision LLC; IDJ,2000,FALSE,37,TRUE,3,1.73205080756888,683,birthday sex,jeremih,TRIRZZH128F93318A0,NA,226506,226.506,Birthday Sex,jeremih,r&b,r&b
kesha,2010,"""Tik Tok""","""kesha""",TRUE,9,RCA Records Label,2009-08-07,RCA Records Label,2010,FALSE,1,TRUE,8,2.82842712474619,684,tik tok,kesha,TRWARRF12903CEFCC9,NA,199693,199.693,Tik Tok,kesha,electronic,pop
b.o.b,2010,"""Airplanes""","[""b.o.b"",""hayley williams""]",TRUE,4,Rebel Rock/Grand Hustle/Atlantic,2010-04-27,Rebel Rock; Grand Hustle; Atlantic,2010,FALSE,6,TRUE,3,1.73205080756888,685,airplanes,bob,NA,NA,180480,180.48,Airplanes,b.o.b & hayley williams,NA,rock
taio cruz,2010,"""Dynamite""","""taio cruz""",TRUE,3,Universal-Island Records Ltd.,2010-01-01,Universal-Island Records Ltd.,2010,FALSE,9,TRUE,2,1.4142135623731,686,dynamite,taio cruz,NA,NA,203866,203.866,Dynamite,taio cruz,electronic,pop
bruno mars,2010,"""Just the Way You Are""","""bruno mars""",TRUE,11,Atlantic Records,2010-05-11,Atlantic Records,2010,FALSE,18,TRUE,10,3.16227766016838,687,just the way you are,bruno mars,NA,NA,220734,220.734,Just the Way You Are,bruno mars,r&b,pop
mike posner,2010,"""Cooler Than Me""","""mike posner""",TRUE,3,Monster Mountain Records,2009-02-28,Monster Mountain Records,2010,FALSE,19,TRUE,2,1.4142135623731,688,cooler than me,mike posner,TRGBWKW12903CFC02C,Pop,213293,213.293,Cooler Than Me,mike posner,Pop,pop
travie mccoy,2010,"""Billionaire""","[""travie mccoy"",""bruno mars""]",TRUE,1,Decaydance/Fueled By Ramen,2010-03-09,Decaydance; Fueled By Ramen,2010,FALSE,23,FALSE,0,0,689,billionaire,travie mccoy,NA,NA,211160,211.16,Billionaire,travie mccoy & bruno mars,rap,pop
david guetta,2010,"""Sexy Bitch""","[""david guetta"",""akon""]",TRUE,8,Parlophone (France),2009-08-21,Parlophone (France),2010,FALSE,26,TRUE,7,2.64575131106459,690,sexy bitch,david guetta,NA,NA,195853,195.853,Sexy Bitch,david guetta & akon,electronic,electronic
the script,2010,"""Breakeven""","""the script""",TRUE,3,Epic/Phonogenic,2008-07-14,Epic; Phonogenic,2010,TRUE,27,TRUE,2,1.4142135623731,691,breakeven,the script,TRBDTHG128F932CB9C,NA,261426,261.426,Breakeven,the script,pop rock,rock
far east movement,2010,"""Like a G6""","[""far east movement"",""the cataracs"",""dev""]",TRUE,3,Interscope,2010-01-01,Interscope,2010,FALSE,37,TRUE,2,1.4142135623731,692,like a g6,far east movement,NA,NA,216893,216.893,Like a G6,far east movement & the cataracs & dev,electronic,electronic
michael bublé,2010,"""Haven't Met You Yet""","""michael bublé""",TRUE,1,143/Reprise,2003,143; Reprise,2010,FALSE,39,FALSE,0,0,693,havent met you yet,michael bubl,NA,NA,244586,244.586,Haven't Met You Yet,michael bublé,jazz,pop
adele,2011,"""Rolling in the Deep""","""adele""",TRUE,13,XL Recordings,2011-01-17,XL Recordings,2010,FALSE,1,TRUE,12,3.46410161513775,694,rolling in the deep,adele,NA,NA,228093,228.093,Rolling in the Deep,adele,blues,pop
lmfao,2011,"""Party Rock Anthem""","[""lmfao"",""lauren bennett"",""goonrock""]",TRUE,4,Will I Am / A&M,2009-01-01,Will I Am; A&M,2010,FALSE,2,TRUE,3,1.73205080756888,695,party rock anthem,lmfao,NA,NA,262173,262.173,Party Rock Anthem,lmfao & lauren bennett & goonrock,NA,NA
ceelo green,2011,"""Fuck You (Forget You)""","""ceelo green""",TRUE,1,Strut,1982-04-14,Strut,2010,FALSE,7,FALSE,0,0,696,fuck you forget you,ceelo green,NA,NA,145263,145.263,Fuck You (Forget You),ceelo green,NA,NA
foster the people,2011,"""Pumped Up Kicks""","""foster the people""",TRUE,1,Columbia,2011-05-23,Columbia,2010,FALSE,13,FALSE,0,0,697,pumped up kicks,foster the people,NA,NA,239600,239.6,Pumped Up Kicks,foster the people,electronic,pop
wiz khalifa,2011,"""Black and Yellow""","""wiz khalifa""",TRUE,5,Rostrum/Atlantic,2011-03-29,Rostrum; Atlantic,2010,FALSE,31,TRUE,4,2,698,black and yellow,wiz khalifa,NA,NA,217666,217.666,Black and Yellow,wiz khalifa,rap,rap
hot chelle rae,2011,"""Tonight Tonight""","""hot chelle rae""",TRUE,1,Def Jam Recordings,2004-01-01,Def Jam Recordings,2010,TRUE,32,FALSE,0,0,699,tonight tonight,hot chelle rae,NA,NA,200466,200.466,Tonight Tonight,hot chelle rae,electronic,pop
bad meets evil,2011,"""Lighters""","[""bad meets evil"",""bruno mars""]",TRUE,1,Shady Records,2011-01-01,Shady Records,2010,FALSE,34,FALSE,0,0,700,lighters,bad meets evil,NA,NA,303813,303.813,Lighters,bad meets evil & bruno mars,rap,rap
diddy – dirty money,2011,"""Coming Home""","[""diddy – dirty money"",""skylar grey""]",TRUE,1,Bad Boy / Interscope,2010-01-01,Bad Boy; Interscope,2010,FALSE,38,FALSE,0,0,701,coming home,diddy dirty money,NA,NA,238693,238.693,Coming Home,diddy – dirty money & skylar grey,NA,NA
gotye,2012,"""Somebody That I Used to Know""","[""gotye"",""kimbra""]",TRUE,1,Samples & Seconds / Republic,2011-01-01,Samples & Seconds; Republic,2010,FALSE,1,FALSE,0,0,702,somebody that i used to know,gotye,NA,NA,244973,244.973,Somebody That I Used to Know,gotye & kimbra,NA,NA
carly rae jepsen,2012,"""Call Me Maybe""","""carly rae jepsen""",TRUE,1,Silent Records IGA,2012-01-01,Silent Records IGA,2010,FALSE,2,FALSE,0,0,703,call me maybe,carly rae jepsen,NA,NA,193400,193.4,Call Me Maybe,carly rae jepsen,pop rock,pop
fun,2012,"""We Are Young""","[""fun"",""janelle monáe""]",TRUE,4,FFWD Records,2008-06-18,FFWD Records,2010,FALSE,3,TRUE,3,1.73205080756888,704,we are young,fun,NA,NA,250626,250.626,We Are Young,fun & janelle monáe,NA,NA
ellie goulding,2012,"""Lights""","""ellie goulding""",TRUE,5,Secretly Canadian,1981-02-03,Secretly Canadian,2010,FALSE,5,TRUE,4,2,705,lights,ellie goulding,NA,NA,244266,244.266,Lights,ellie goulding,electronic,pop
the wanted,2012,"""Glad You Came""","""the wanted""",TRUE,1,Tooth & Nail (TNN),2008-01-01,Tooth & Nail (TNN),2010,FALSE,6,FALSE,0,0,706,glad you came,the wanted,NA,NA,197935,197.935,Glad You Came,the wanted,electronic,pop
one direction,2012,"""What Makes You Beautiful""","""one direction""",TRUE,6,Syco Music UK,2010-11-29,Syco Music UK,2010,FALSE,10,TRUE,5,2.23606797749979,707,what makes you beautiful,one direction,NA,NA,199986,199.986,What Makes You Beautiful,one direction,pop rock,pop
alex clare,2012,"""Too Close""","""alex clare""",TRUE,1,Universal-Island Records Ltd.,2011,Universal-Island Records Ltd.,2010,FALSE,30,FALSE,0,0,708,too close,alex clare,NA,NA,256560,256.56,Too Close,alex clare,electronic,electronic
demi lovato,2012,"""Give Your Heart a Break""","""demi lovato""",TRUE,5,Hollywood Records,2011-01-01,Hollywood Records,2010,FALSE,39,TRUE,4,2,709,give your heart a break,demi lovato,NA,NA,205346,205.346,Give Your Heart a Break,demi lovato,pop rock,pop
macklemore,2013,"""Thrift Shop""","[""macklemore"",""ryan lewis"",""wanz""]",TRUE,5,Macklemore,2012-10-09,Macklemore,2010,FALSE,1,TRUE,4,2,710,thrift shop,macklemore,NA,NA,235613,235.613,Thrift Shop,macklemore & ryan lewis & wanz,rap,rap
baauer,2013,"""Harlem Shake""","""baauer""",TRUE,1,Rhino Atlantic,1973-01-01,Rhino Atlantic,2010,FALSE,4,FALSE,0,0,711,harlem shake,baauer,NA,NA,196664,196.664,Harlem Shake,baauer,electronic,electronic
florida georgia line,2013,"""Cruise""","[""florida georgia line"",""nelly""]",TRUE,7,BMX,2012-01-01,BMX,2010,FALSE,9,TRUE,6,2.44948974278318,712,cruise,florida georgia line,NA,NA,208960,208.96,Cruise,florida georgia line & nelly,NA,NA
daft punk,2013,"""Get Lucky""","[""daft punk"",""pharrell williams""]",TRUE,1,Daft Life Ltd./ADA France,2001-03-12,Daft Life Ltd.; ADA France,2010,FALSE,14,FALSE,0,0,713,get lucky,daft punk,NA,NA,248413,248.413,Get Lucky,daft punk & pharrell williams,NA,NA
lorde,2013,"""Royals""","""lorde""",TRUE,3,Universal Music New Zealand Limited,2013-01-01,Universal Music New Zealand Limited,2010,FALSE,15,TRUE,2,1.4142135623731,714,royals,lorde,NA,NA,190185,190.185,Royals,lorde,electronic,pop
avicii,2013,"""Wake Me Up""","""avicii""",TRUE,3,Universal Music AB,2013-01-01,Universal Music AB,2010,FALSE,19,TRUE,2,1.4142135623731,715,wake me up,avicii,NA,NA,247426,247.426,Wake Me Up,avicii,electronic,electronic
anna kendrick,2013,"""Cups (Pitch Perfect's When I'm Gone)""","""anna kendrick""",TRUE,1,Red Zone Entertainment / IDJ,2011-01-01,Red Zone Entertainment; IDJ,2010,FALSE,21,FALSE,0,0,716,cups pitch perfects when im gone,anna kendrick,NA,NA,128013,128.013,Cups (Pitch Perfect's When I'm Gone),anna kendrick,NA,NA
will.i.am,2013,"""Scream & Shout""","[""will.i.am"",""britney spears""]",TRUE,2,Interscope,2013-01-01,Interscope,2010,FALSE,23,FALSE,1,1,717,scream and shout,william,NA,NA,283400,283.4,Scream & Shout,will.i.am & britney spears,electronic,pop
zedd,2013,"""Clarity""","[""zedd"",""foxes""]",TRUE,4,Interscope,2012,Interscope,2010,FALSE,24,TRUE,3,1.73205080756888,718,clarity,zedd,NA,NA,271426,271.426,Clarity,zedd & foxes,electronic,electronic
awolnation,2013,"""Sail""","""awolnation""",TRUE,1,Red Bull Records,2011-03-15,Red Bull Records,2010,FALSE,25,FALSE,0,0,719,sail,awolnation,NA,NA,259093,259.093,Sail,awolnation,electronic,electronic
swedish house mafia,2013,"""Don't You Worry Child""","[""swedish house mafia"",""john martin""]",TRUE,1,Bad Boy Records,1994-09-13,Bad Boy Records,2010,FALSE,26,FALSE,0,0,720,dont you worry child,swedish house mafia,NA,NA,212862,212.862,Don't You Worry Child,swedish house mafia & john martin,NA,NA
icona pop,2013,"""I Love It""","[""icona pop"",""charli xcx""]",TRUE,1,Big Beat Records/Atlantic,2012-06-19,Big Beat Records; Atlantic,2010,FALSE,28,FALSE,0,0,721,i love it,icona pop,NA,NA,157152,157.152,I Love It,icona pop & charli xcx,electronic,pop
capital cities,2013,"""Safe and Sound""","""capital cities""",TRUE,1,"Lazy Hooks, LLC",2013-06-04,"Lazy Hooks, LLC",2010,FALSE,29,FALSE,0,0,722,safe and sound,capital cities,NA,NA,192789,192.789,Safe and Sound,capital cities,electronic,electronic
ariana grande,2013,"""The Way""","[""ariana grande"",""mac miller""]",TRUE,21,Universal Records,2013-01-01,Universal Records,2010,FALSE,31,TRUE,20,4.47213595499958,723,the way,ariana grande,NA,NA,227026,227.026,The Way,ariana grande & mac miller,rap,pop
pharrell williams,2014,"""Happy""","""pharrell williams""",TRUE,1,Nytingale Records,2011-10-21,Nytingale Records,2010,FALSE,1,FALSE,0,0,724,happy,pharrell williams,NA,NA,232720,232.72,Happy,pharrell williams,r&b,pop
iggy azalea,2014,"""Fancy""","[""iggy azalea"",""charli xcx""]",TRUE,2,EMI,2014-01-01,EMI,2010,FALSE,4,FALSE,1,1,725,fancy,iggy azalea,NA,NA,199938,199.938,Fancy,iggy azalea & charli xcx,rap,rap
magic!,2014,"""Rude""","""magic!""",TRUE,1,Latium Records/RCA Records,2013-10-11,Latium Records; RCA Records,2010,TRUE,7,FALSE,0,0,726,rude,magic,NA,NA,224840,224.84,Rude,magic!,reggae,pop
meghan trainor,2014,"""All About That Bass""","""meghan trainor""",TRUE,9,Epic,2014-06-30,Epic,2010,TRUE,8,TRUE,8,2.82842712474619,727,all about that bass,meghan trainor,NA,NA,187920,187.92,All About That Bass,meghan trainor,jazz,pop
sam smith,2014,"""Stay with Me""","""sam smith""",TRUE,10,PLG - Capitol,2014-05-26,PLG - Capitol,2010,FALSE,10,TRUE,9,3,728,stay with me,sam smith,NA,NA,172723,172.723,Stay with Me,sam smith,vocal,pop
bastille,2014,"""Pompeii""","""bastille""",TRUE,1,EMI (Virgin),2013-01-01,EMI (Virgin),2010,FALSE,12,FALSE,0,0,729,pompeii,bastille,NA,NA,214147,214.147,Pompeii,bastille,electronic,pop
nico,2014,"""Am I Wrong""","[""nico"",""vinz""]",TRUE,1,Roc-A-Fella,2008-11-24,Roc-A-Fella,2010,FALSE,14,FALSE,0,0,730,am i wrong,nico,NA,NA,245866,245.866,Am I Wrong,nico & vinz,r&b,pop
dj snake,2014,"""Turn Down for What""","[""dj snake"",""lil jon""]",TRUE,6,Epic,2001-06-28,Epic,2010,TRUE,15,TRUE,5,2.23606797749979,731,turn down for what,dj snake,NA,NA,213733,213.733,Turn Down for What,dj snake & lil jon,electronic,electronic
a great big world,2014,"""Say Something""","[""a great big world"",""christina aguilera""]",TRUE,1,KATHARINE MCPHEE,2010,KATHARINE MCPHEE,2010,FALSE,17,FALSE,0,0,732,say something,a great big world,NA,NA,229400,229.4,Say Something,a great big world & christina aguilera,NA,pop
idina menzel,2014,"""Let It Go""","""idina menzel""",TRUE,1,Walt Disney Records,2013-01-01,Walt Disney Records,2010,FALSE,21,FALSE,0,0,733,let it go,idina menzel,NA,NA,223840,223.84,Let It Go,idina menzel,NA,pop
sia,2014,"""Chandelier""","""sia""",TRUE,4,Vitamin Records,2014-08-19,Vitamin Records,2010,FALSE,25,TRUE,3,1.73205080756888,734,chandelier,sia,NA,NA,216120,216.12,Chandelier,sia,electronic,pop
disclosure,2014,"""Latch""","[""disclosure"",""sam smith""]",TRUE,1,Universal-Island Records Ltd.,2012-01-01,Universal-Island Records Ltd.,2010,FALSE,28,FALSE,0,0,735,latch,disclosure,NA,NA,255631,255.631,Latch,disclosure & sam smith,electronic,electronic
american authors,2014,"""Best Day of My Life""","""american authors""",TRUE,1,Island Records,2014-01-01,Island Records,2010,FALSE,31,FALSE,0,0,736,best day of my life,american authors,NA,NA,194240,194.24,Best Day of My Life,american authors,pop rock,pop
tove lo,2014,"""Habits (Stay High)""","""tove lo""",TRUE,3,Universal Music AB,2014-01-01,Universal Music AB,2010,FALSE,32,TRUE,2,1.4142135623731,737,habits stay high,tove lo,NA,NA,209160,209.16,Habits (Stay High),tove lo,electronic,pop
charli xcx,2014,"""Boom Clap""","""charli xcx""",TRUE,1,Atlantic Records UK,2014-12-15,Atlantic Records UK,2010,FALSE,34,FALSE,0,0,738,boom clap,charli xcx,NA,NA,169866,169.866,Boom Clap,charli xcx,electronic,pop
mark ronson,2015,"""Uptown Funk""","[""mark ronson"",""bruno mars""]",TRUE,1,fyto inc.,2009-02-04,fyto inc.,2010,FALSE,1,FALSE,0,0,739,uptown funk,mark ronson,NA,NA,269666,269.666,Uptown Funk,mark ronson & bruno mars,NA,NA
fetty wap,2015,"""Trap Queen""","""fetty wap""",TRUE,4,300 Entertainment/RGF Productions,2015-05-04,300 Entertainment; RGF Productions,2010,FALSE,4,TRUE,3,1.73205080756888,740,trap queen,fetty wap,NA,NA,222093,222.093,Trap Queen,fetty wap,rap,rap
walk the moon,2015,"""Shut Up and Dance""","""walk the moon""",TRUE,1,Ninja Tune,1999-01-01,Ninja Tune,2010,FALSE,6,FALSE,0,0,741,shut up and dance,walk the moon,NA,NA,199080,199.08,Shut Up and Dance,walk the moon,pop rock,pop
silentó,2015,"""Watch Me""","""silentó""",TRUE,2,Capitol Records (US1A),2015-05-04,Capitol Records (US1A),2010,FALSE,8,TRUE,1,1,742,watch me,silent,NA,NA,185142,185.142,Watch Me,silentó,NA,NA
the weeknd,2015,"""Earned It""","""the weeknd""",TRUE,18,Columbia/Legacy,1977,Columbia; Legacy,2010,FALSE,9,TRUE,17,4.12310562561766,743,earned it,the weeknd,NA,NA,277680,277.68,Earned It,the weeknd,r&b,r&b
omi,2015,"""Cheerleader (Felix Jaehn Remix)""","""omi""",TRUE,1,Ultra/Louder Than Life/Columbia,2015-03-06,Ultra; Louder Than Life; Columbia,2010,FALSE,11,FALSE,0,0,744,cheerleader felix jaehn remix,omi,NA,NA,180560,180.56,Cheerleader (Felix Jaehn Remix),omi,electronic,pop
hozier,2015,"""Take Me to Church""","""hozier""",TRUE,2,Rubyworks,2013-09-13,Rubyworks,2010,FALSE,14,TRUE,1,1,745,take me to church,hozier,NA,NA,241693,241.693,Take Me to Church,hozier,blues,pop
major lazer,2015,"""Lean On""","[""major lazer"",""dj snake"",""mø""]",TRUE,3,DML Music IP,2015-06-01,DML Music IP,2010,FALSE,16,TRUE,2,1.4142135623731,746,lean on,major lazer,NA,NA,176561,176.561,Lean On,major lazer & dj snake & mø,NA,NA
skrillex,2015,"""Where Are Ü Now""","[""skrillex"",""diplo (jack ü)"",""justin bieber""]",TRUE,1,OWSLA/Mad Decent,2015-02-24,OWSLA; Mad Decent,2010,FALSE,19,FALSE,0,0,747,where are now,skrillex,NA,NA,250285,250.285,Where Are Ü Now,skrillex & diplo (jack ü) & justin bieber,NA,NA
rachel platten,2015,"""Fight Song""","""rachel platten""",TRUE,1,Portrait/Sony Masterworks,2012,Portrait; Sony Masterworks,2010,FALSE,20,FALSE,0,0,748,fight song,rachel platten,NA,NA,204013,204.013,Fight Song,rachel platten,NA,pop
