primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label
machine gun kelly,2017,"""Bad Things""","[""machine gun kelly"",""camila cabello""]",TRUE,2,Bad Boy / Interscope,2017-05-12,,2010s,FALSE
the chainsmokers,2017,"""Paris""","""the chainsmokers""",FALSE,6,Atlantic Records,2016-11-17,,2010s,FALSE
ariana grande,2017,"""Side to Side""","[""ariana grande"",""nicki minaj""]",FALSE,21,Universal Records,2016-05-20,,2010s,FALSE
clean bandit,2017,"""Rockabye""","[""clean bandit"",""sean paul"",""anne-marie""]",FALSE,2,Atlantic Records UK,2016-10-21,,2010s,FALSE
portugal. the man,2017,"""Feel It Still""","""portugal. the man""",TRUE,2,Polyvinyl Records,2017-04-07,,2010s,FALSE
dj snake,2017,"""Let Me Love You""","[""dj snake"",""justin bieber""]",FALSE,6,RCA/Legacy,2011-12-06,,2010s,FALSE
demi lovato,2017,"""Sorry Not Sorry""","""demi lovato""",FALSE,5,Island Records,2017-09-29,,2010s,FALSE
21 savage,2017,"""Bank Account""","""21 savage""",TRUE,3,"Slaughter Gang, LLC/Epic Records",2017-07-06,,2010s,FALSE
justin timberlake,2017,"""Can't Stop the Feeling!""","""justin timberlake""",FALSE,16,Leo,2016-07-18,,2010s,FALSE
j balvin,2017,"""Mi Gente""","[""j balvin"",""willy william"",""beyoncé""]",TRUE,2,UMLE - Latino,2017-06-30,,2010s,FALSE
imagine dragons,2017,"""Thunder""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2017-06-23,,2010s,FALSE
migos,2017,"""T-shirt""","""migos""",FALSE,6,Quality Control Music,2017-01-27,,2010s,FALSE
yo gotti,2017,"""Rake It Up""","[""yo gotti"",""nicki minaj""]",FALSE,2,Epic/CMG,2013-11-16,,2010s,TRUE
shawn mendes,2017,"""Mercy""","""shawn mendes""",FALSE,11,"Big Machine Label Group, LLC",2017-02-10,,2010s,FALSE
kodak black,2017,"""Tunnel Vision""","""kodak black""",TRUE,3,Dollaz N Dealz,2015-12-26,,2010s,FALSE
post malone,2017,"""Rockstar""","[""post malone"",""21 savage""]",FALSE,18,Republic Records,2018-04-27,,2010s,TRUE
brett young,2017,"""In Case You Didn't Know""","""brett young""",TRUE,2,"Big Machine Label Group, LLC",2017-02-10,,2010s,FALSE
twenty one pilots,2017,"""Heathens""","""twenty one pilots""",FALSE,4,Atlantic Records,2016-06-16,,2010s,FALSE
halsey,2017,"""Now or Never""","""halsey""",TRUE,4,Astralwerks (ASW),2017-06-02,,2010s,FALSE
aminé,2017,"""Caroline""","""aminé""",TRUE,1,Universal Records,2017-07-28,,2010s,FALSE
ayo,2017,"""Rolex""","[""ayo"",""teo""]",TRUE,1,SHONUFF DIGITAL MEDIA,2017-03-03,,2010s,FALSE
kendrick lamar,2017,"""DNA""","""kendrick lamar""",FALSE,8,Aftermath,2017-04-13,,2010s,TRUE
zay hilfigerrr,2017,"""Juju on That Beat (TZ Anthem)""","[""zay hilfigerrr"",""zayion mccall""]",TRUE,1,"Tha Lights Global, INC/Atlantic Recording Corp",2016-09-30,,2010s,FALSE
rae sremmurd,2017,"""Swang""","""rae sremmurd""",FALSE,4,Music Line Entertainment,2009-01-01,,2010s,FALSE
drake,2017,"""Passionfruit""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,,2010s,FALSE
kendrick lamar,2017,"""Loyalty""","[""kendrick lamar"",""rihanna""]",FALSE,8,Aftermath,2017-04-13,,2010s,TRUE
kesha,2017,"""Praying""","""kesha""",FALSE,9,Kemosabe Records/RCA Records,2017-08-11,,2010s,TRUE
travis scott,2017,"""Goosebumps""","""travis scott""",FALSE,7,Cactus Jack / Epic,2016-09-16,,2010s,TRUE
maroon 5,2017,"""Cold""","[""maroon 5"",""future""]",FALSE,25,Interscope Records*,2010,,2010s,FALSE
dram,2017,"""Broccoli""","[""dram"",""lil yachty""]",FALSE,2,Rhino Atlantic,2000,,2010s,FALSE
calvin harris,2017,"""Slide""","[""calvin harris"",""frank ocean"",""migos""]",FALSE,10,Columbia,2017-02-24,,2010s,FALSE
kane brown,2017,"""What Ifs""","[""kane brown"",""lauren alaina""]",TRUE,9,1st & 15th/Atlantic,2011-03-04,,2010s,FALSE
katy perry,2017,"""Chained to the Rhythm""","[""katy perry"",""skip marley""]",FALSE,18,Capitol Records (CAP),2017-03-24,,2010s,FALSE
calvin harris,2017,"""Feels""","[""calvin harris"",""pharrell williams"",""katy perry"",""big sean""]",FALSE,10,mudhutdigital.com,2014-11-25,,2010s,FALSE
jon bellion,2017,"""All Time Low""","""jon bellion""",TRUE,1,The Orchard,2002-10-29,,2010s,FALSE
luke combs,2017,"""Hurricane""","""luke combs""",TRUE,17,River House Artists/Columbia Nashville,2017-06-02,,2010s,FALSE
sam smith,2017,"""Too Good at Goodbyes""","""sam smith""",FALSE,10,Stag Records,2001-09-25,,2010s,FALSE
khalid,2017,"""Young Dumb & Broke""","""khalid""",FALSE,7,Fullsteam,2014-05-23,,2010s,FALSE
playboi carti,2017,"""Magnolia""","""playboi carti""",TRUE,1,AWGE Label,2017-04-14,,2010s,FALSE
sza,2017,"""Love Galore""","[""sza"",""travis scott""]",TRUE,9,Top Dawg Entertainment/RCA Records,2017-06-09,,2010s,TRUE
a boogie wit da hoodie,2017,"""Drowning""","[""a boogie wit da hoodie"",""kodak black""]",TRUE,3,ZR64,2014,,2010s,FALSE
hailee steinfeld,2017,"""Starving""","[""hailee steinfeld"",""grey"",""zedd""]",FALSE,2,Universal Records,2016-07-22,,2010s,FALSE
gucci mane,2017,"""Both""","[""gucci mane"",""drake""]",TRUE,4,RBC Records,2006-10-11,,2010s,FALSE
p!nk,2017,"""What About Us""","""p!nk""",FALSE,2,RCA Records Label,2017-09-15,,2010s,FALSE
jason derulo,2017,"""Swalla""","[""jason derulo"",""nicki minaj"",""ty dolla sign""]",FALSE,11,Beluga Heights/Warner Records,2010-02-24,,2010s,FALSE
migos,2017,"""Slippery""","[""migos"",""gucci mane""]",FALSE,6,Cactus Jack/Epic,2014-08-18,,2010s,TRUE
harry styles,2017,"""Sign of the Times""","""harry styles""",TRUE,6,Columbia,2017-05-12,,2010s,FALSE
adele,2017,"""Water Under the Bridge""","""adele""",FALSE,13,XL Recordings,2015-11-20,,2010s,FALSE
miley cyrus,2017,"""Malibu""","""miley cyrus""",FALSE,12,RCA Records Label,2017-05-11,,2010s,FALSE
marian hill,2017,"""Down""","""marian hill""",TRUE,1,Photo Finish / Republic Records,2016-06-20,,2010s,TRUE
cheat codes,2017,"""No Promises""","[""cheat codes"",""demi lovato""]",TRUE,1,300 Entertainment,2017-03-31,,2010s,FALSE
shawn mendes,2017,"""Treat You Better""","""shawn mendes""",FALSE,11,Island Records,2016-08-16,,2010s,FALSE
gucci mane,2017,"""I Get the Bag""","[""gucci mane"",""migos""]",FALSE,4,Warner Records,2011-03-18,,2010s,FALSE
dustin lynch,2017,"""Small Town Boy""","""dustin lynch""",TRUE,1,Broken Bow Records,2014-09-09,,2010s,FALSE
yfn lucci,2017,"""Everyday We Lit""","[""yfn lucci"",""pnb rock""]",TRUE,1,Think It's A Game Records,2016-02-17,,2010s,FALSE
camila cabello,2017,"""Havana""","[""camila cabello"",""young thug""]",TRUE,5,Syco Music/Epic,2017-11-12,,2010s,TRUE
maroon 5,2017,"""What Lovers Do""","[""maroon 5"",""sza""]",FALSE,25,Interscope Records*,2010,,2010s,FALSE
blackbear,2017,"""Do Re Mi""","""blackbear""",TRUE,2,Motown,1970-05-08,,2010s,FALSE
xxxtentacion,2017,"""Look at Me!""","""xxxtentacion""",TRUE,4,Bad Vibes Forever / EMPIRE,2017-02-20,,2010s,FALSE
keith urban,2017,"""The Fighter""","[""keith urban"",""carrie underwood""]",FALSE,3,Bob baker & Associates,2011-12-04,,2010s,FALSE
drake,2018,"""God's Plan""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,,2010s,FALSE
ed sheeran,2018,"""Perfect""","""ed sheeran""",FALSE,16,Atlantic Records UK,2017-03-03,,2010s,FALSE
bebe rexha,2018,"""Meant to Be""","[""bebe rexha"",""florida georgia line""]",TRUE,1,Warner Records,2017-08-11,,2010s,FALSE
camila cabello,2018,"""Havana""","[""camila cabello"",""young thug""]",FALSE,5,Syco Music/Epic,2017-11-12,,2010s,TRUE
post malone,2018,"""Rockstar""","[""post malone"",""21 savage""]",FALSE,18,Republic Records,2018-04-27,,2010s,TRUE
post malone,2018,"""Psycho""","[""post malone"",""ty dolla sign""]",FALSE,18,Republic Records,2018-04-27,,2010s,TRUE
cardi b,2018,"""I Like It""","[""cardi b"",""bad bunny"",""j balvin""]",FALSE,10,Atlantic/KSR,2018-04-05,,2010s,FALSE
zedd,2018,"""The Middle""","[""zedd"",""maren morris"",""grey""]",FALSE,4,Domino/Warner Records,2007-04-24,,2010s,FALSE
drake,2018,"""In My Feelings""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15,,2010s,FALSE
maroon 5,2018,"""Girls Like You""","[""maroon 5"",""cardi b""]",FALSE,25,Maverick,2004-07-23,,2010s,FALSE
drake,2018,"""Nice for What""","""drake""",FALSE,43,Cash Money/Drake LP6,2018-06-29,,2010s,FALSE
juice wrld,2018,"""Lucid Dreams""","""juice wrld""",TRUE,6,Juice WRLD Mixtape / ISR P&D,2018-05-04,,2010s,FALSE
post malone,2018,"""Better Now""","""post malone""",FALSE,18,Republic Records,2018-04-27,,2010s,TRUE
bruno mars,2018,"""Finesse""","[""bruno mars"",""cardi b""]",FALSE,11,Atlantic Records,2016-11-17,,2010s,FALSE
ella mai,2018,"""Boo'd Up""","""ella mai""",TRUE,3,10 Summers / Interscope PS,2017-02-22,,2010s,FALSE
dua lipa,2018,"""New Rules""","""dua lipa""",TRUE,10,Warner Records,2017-06-02,,2010s,FALSE
xxxtentacion,2018,"""Sad!""","""xxxtentacion""",FALSE,4,"Bad Vibes Forever, LLC",2018-03-16,,2010s,FALSE
camila cabello,2018,"""Never Be the Same""","""camila cabello""",FALSE,5,Syco Music/Epic,2017-12-17,,2010s,TRUE
khalid,2018,"""Love Lies""","[""khalid"",""normani""]",FALSE,7,RCA Records Label,2018-02-13,,2010s,FALSE
ariana grande,2018,"""No Tears Left to Cry""","""ariana grande""",FALSE,21,Republic Records,2018-08-17,,2010s,TRUE
bazzi,2018,"""Mine""","""bazzi""",TRUE,2,ZZZ Entertainment,2018-01-25,,2010s,FALSE
imagine dragons,2018,"""Thunder""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2017-06-23,,2010s,FALSE
blocboy jb,2018,"""Look Alive""","[""blocboy jb"",""drake""]",TRUE,1,HOMEGROWN MAFIA S.A. DE C.V./Sony Music México-Latin,2017-10-25,,2010s,FALSE
taylor swift,2018,"""Delicate""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2017-11-10,,2010s,FALSE
lil baby,2018,"""Yes Indeed""","[""lil baby"",""drake""]",TRUE,11,"Quality Control Music, LLC",2018-05-18,,2010s,FALSE
marshmello,2018,"""Friends""","[""marshmello"",""anne-marie""]",TRUE,6,Monstercat,2016-05-13,,2010s,FALSE
halsey,2018,"""Bad at Love""","""halsey""",FALSE,4,Astralwerks (ASW),2017-06-02,,2010s,FALSE
tyga,2018,"""Taste""","[""tyga"",""offset""]",FALSE,2,Last Kings Music / EMPIRE,2018-05-16,,2010s,FALSE
nf,2018,"""Let You Down""","""nf""",TRUE,1,Capitol CMG Label Group,2015-03-31,,2010s,FALSE
g-eazy,2018,"""No Limit""","[""g-eazy"",""asap rocky"",""cardi b""]",FALSE,3,BPG/RVG/RCA Records,2017-12-13,,2010s,TRUE
6ix9ine,2018,"""Fefe""","[""6ix9ine"",""nicki minaj"",""murda beatz""]",TRUE,2,"ScumGang Records / TenThousand Projects, LLC",2018,,2010s,FALSE
dan + shay,2018,"""Tequila""","""dan + shay""",TRUE,6,Warner Records,2018-01-10,,2010s,FALSE
portugal. the man,2018,"""Feel It Still""","""portugal. the man""",FALSE,2,Polyvinyl Records,2017-04-07,,2010s,FALSE
migos,2018,"""MotorSport""","[""migos"",""nicki minaj"",""cardi b""]",FALSE,6,Quality Control Music,2017-01-27,,2010s,FALSE
lauv,2018,"""I Like Me Better""","""lauv""",TRUE,1,Lauv,2017-05-19,,2010s,FALSE
5 seconds of summer,2018,"""Youngblood""","""5 seconds of summer""",FALSE,4,Capitol,2018-04-12,,2010s,FALSE
imagine dragons,2018,"""Whatever It Takes""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2017-06-23,,2010s,FALSE
offset,2018,"""Ric Flair Drip""","[""offset"",""metro boomin""]",TRUE,2,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",2017-10-30,,2010s,TRUE
post malone,2018,"""I Fall Apart""","""post malone""",FALSE,18,Universal Records,2016-12-09,,2010s,FALSE
the weeknd,2018,"""Pray for Me""","[""the weeknd"",""kendrick lamar""]",FALSE,18,Black Panther (TDE/DMG) PS,2018-02-09,,2010s,FALSE
selena gomez,2018,"""Back to You""","""selena gomez""",FALSE,11,UMGRI Interscope,2018-05-10,,2010s,FALSE
travis scott,2018,"""Sicko Mode""","""travis scott""",FALSE,7,Cactus Jack / Epic,2018-08-03,,2010s,TRUE
migos,2018,"""Walk It Talk It""","[""migos"",""drake""]",FALSE,6,eOne Music,2006-10-03,,2010s,FALSE
lil pump,2018,"""Gucci Gang""","""lil pump""",TRUE,1,Warner Records,2017-08-31,,2010s,FALSE
g-eazy,2018,"""Him & I""","[""g-eazy"",""halsey""]",FALSE,3,BPG/RVG/RCA Records,2017-12-15,,2010s,TRUE
shawn mendes,2018,"""In My Blood""","""shawn mendes""",FALSE,11,"QUESTION EVERYTHING, INC. / EMPIRE",2017-06-09,,2010s,FALSE
kendrick lamar,2018,"""All the Stars""","[""kendrick lamar"",""sza""]",FALSE,8,A$AP Worldwide/Polo Grounds Music/RCA Records,2013,,2010s,TRUE
migos,2018,"""Stir Fry""","""migos""",FALSE,6,Capitol Records,1998-07-14,,2010s,FALSE
sam smith,2018,"""Too Good at Goodbyes""","""sam smith""",FALSE,10,Stag Records,2001-09-25,,2010s,FALSE
kendrick lamar,2018,"""Love""","[""kendrick lamar"",""zacari""]",FALSE,8,Top Dawg Entertainment,2011-07-26,,2010s,FALSE
childish gambino,2018,"""This Is America""","""childish gambino""",FALSE,2,Glassnote - VMG,2011-11-15,,2010s,FALSE
drake,2018,"""Nonstop""","""drake""",FALSE,43,Cash Money/Drake LP6,2018-06-29,,2010s,FALSE
kane brown,2018,"""Heaven""","""kane brown""",FALSE,9,RCA Records Label Nashville,2017-10-06,,2010s,FALSE
cardi b,2018,"""Bodak Yellow""","""cardi b""",FALSE,10,Atlantic/KSR,2018-04-05,,2010s,FALSE
lil dicky,2018,"""Freaky Friday""","[""lil dicky"",""chris brown""]",TRUE,1,Commission Records,2015-07-31,,2010s,FALSE
6ix9ine,2018,"""Gummo""","""6ix9ine""",FALSE,2,TenThousand Projects,2017-05-14,,2010s,FALSE
rich the kid,2018,"""Plug Walk""","""rich the kid""",TRUE,1,Rich The Kid / (TDE/ISR PS),2018-03-30,,2010s,FALSE
maroon 5,2018,"""Wait""","""maroon 5""",FALSE,25,Treacherous Records,2008-09-09,,2010s,FALSE
cardi b,2018,"""Be Careful""","""cardi b""",FALSE,10,Atlantic/KSR,2018-04-05,,2010s,FALSE
selena gomez,2018,"""Wolves""","[""selena gomez"",""marshmello""]",FALSE,11,XL Recordings,2011-05-09,,2010s,FALSE
cardi b,2018,"""Bartier Cardi""","[""cardi b"",""21 savage""]",FALSE,10,Atlantic/KSR,2018-04-05,,2010s,FALSE
ariana grande,2018,"""God Is a Woman""","""ariana grande""",FALSE,21,Dangerous Woman,2016-04-19,,2010s,FALSE
yg,2018,"""Big Bank""","[""yg"",""2 chainz"",""nicki minaj"",""big sean""]",FALSE,2,Pro Bills,2018-06-07,,2010s,FALSE
demi lovato,2018,"""Sorry Not Sorry""","""demi lovato""",FALSE,5,Island Records,2017-09-29,,2010s,FALSE
charlie puth,2018,"""How Long""","""charlie puth""",FALSE,5,Seamless Music,2015-04-13,,2010s,FALSE
max,2018,"""Lights Down Low""","[""max"",""gnash""]",TRUE,1,RCA Records Label,2012-03-23,,2010s,FALSE
khalid,2018,"""Young Dumb & Broke""","""khalid""",FALSE,7,Fullsteam,2014-05-23,,2010s,FALSE
calvin harris,2018,"""One Kiss""","[""calvin harris"",""dua lipa""]",FALSE,10,Columbia,2014-10-31,,2010s,FALSE
imagine dragons,2018,"""Natural""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2018-11-09,,2010s,FALSE
jason aldean,2018,"""You Make It Easy""","""jason aldean""",FALSE,11,"Aspire Music Group, LLC",2010-01-01,,2010s,FALSE
ed sheeran,2018,"""Shape of You""","""ed sheeran""",FALSE,16,Fame On Fire,2017-01-29,,2010s,FALSE
gucci mane,2018,"""I Get the Bag""","[""gucci mane"",""migos""]",FALSE,4,Warner Records,2011-03-18,,2010s,FALSE
dj khaled,2018,"""No Brainer""","[""dj khaled"",""justin bieber"",""chance the rapper"",""quavo""]",FALSE,8,Epic/We The Best,2017-06-22,,2010s,TRUE
asap ferg,2018,"""Plain Jane""","[""asap ferg"",""nicki minaj""]",TRUE,1,AMB Digital,2016-02-02,,2010s,FALSE
miguel,2018,"""Sky Walker""","[""miguel"",""travis scott""]",FALSE,5,ByStorm Entertainment/RCA Records,2013-04-10,,2010s,TRUE
thomas rhett,2018,"""Marry Me""","""thomas rhett""",FALSE,5,The Valory Music Co.,2017-09-08,,2010s,FALSE
benny blanco,2018,"""Eastside""","[""benny blanco"",""halsey"",""khalid""]",TRUE,2,TeamSESH,2014-02-25,,2010s,FALSE
the weeknd,2018,"""Call Out My Name""","""the weeknd""",FALSE,18,Universal Republic Records,2018-03-30,,2010s,FALSE
jay rock,2018,"""King's Dead""","[""jay rock"",""kendrick lamar"",""future"",""james blake""]",TRUE,1,Household Records,2017-06-22,,2010s,FALSE
marshmello,2018,"""Happier""","[""marshmello"",""bastille""]",FALSE,6,Monstercat,2016-05-13,,2010s,FALSE
nio garcía,2018,"""Te Boté""","[""nio garcía"",""darell"",""casper mágico"",""bad bunny"",""nicky jam"",""ozuna""]",TRUE,1,Magenta,2000-08-10,,2010s,FALSE
florida georgia line,2018,"""Simple""","""florida georgia line""",FALSE,7,Big Smo Inc.,2012-06-15,,2010s,FALSE
n.e.r.d,2018,"""Lemon""","[""n.e.r.d"",""rihanna""]",TRUE,1,Columbia,2017-11-01,,2010s,FALSE
logic,2018,"""1-800-273-8255""","[""logic"",""alessia cara"",""khalid""]",FALSE,2,Def Jam Recordings,2017-05-05,,2010s,TRUE
justin timberlake,2018,"""Say Something""","[""justin timberlake"",""chris stapleton""]",FALSE,16,Jive,2002-11-04,,2010s,TRUE
drake,2018,"""I'm Upset""","""drake""",FALSE,43,Cash Money/Drake LP6,2018-06-29,,2010s,FALSE
kenny chesney,2018,"""Get Along""","""kenny chesney""",FALSE,10,Blue Chair Records/Warner Bros.,2018-07-27,,2010s,FALSE
xxxtentacion,2018,"""Moonlight""","""xxxtentacion""",FALSE,4,"Bad Vibes Forever, LLC",2018-03-16,,2010s,FALSE
maroon 5,2018,"""What Lovers Do""","[""maroon 5"",""sza""]",FALSE,25,Interscope Records*,2010,,2010s,FALSE
nicky jam,2018,"""X""","[""nicky jam"",""j balvin""]",FALSE,2,Sony Music Latin,2018-04-27,,2010s,FALSE
youngboy never broke again,2018,"""Outside Today""","""youngboy never broke again""",TRUE,1,"Never Broke Again, LLC",2017-08-04,,2010s,FALSE
ella mai,2018,"""Trip""","""ella mai""",FALSE,3,10 Summers / Interscope PS,2018-10-12,,2010s,FALSE
daddy yankee,2018,"""Dura""","""daddy yankee""",FALSE,3,OWSLA,2013-01-22,,2010s,FALSE
xxxtentacion,2018,"""Changes""","""xxxtentacion""",FALSE,4,"Bad Vibes Forever, LLC",2018-03-16,,2010s,FALSE
brett young,2018,"""Mercy""","""brett young""",FALSE,2,Reach Records,2010-06-22,,2010s,FALSE
luke combs,2018,"""One Number Away""","""luke combs""",FALSE,17,River House Artists/Columbia Nashville,2017-06-02,,2010s,FALSE
rae sremmurd,2018,"""Powerglide""","[""rae sremmurd"",""juicy j""]",FALSE,4,Mike WiLL Made-It,2018-05-04,,2010s,FALSE
dua lipa,2018,"""IDGAF""","""dua lipa""",FALSE,10,Warner Records,2017-06-02,,2010s,FALSE
j balvin,2018,"""Mi Gente""","[""j balvin"",""willy william"",""beyoncé""]",FALSE,2,UMLE - Latino,2017-06-30,,2010s,FALSE
imagine dragons,2018,"""Believer""","""imagine dragons""",FALSE,13,Kid Ina Korner / Interscope,2012-09-04,,2010s,FALSE
lil nas,2019,"""Old Town Road""","[""lil nas"","""",""billy ray cyrus""]",TRUE,3,Columbia,2019-06-21,,2010s,FALSE
post malone,2019,"""Sunflower""","[""post malone"",""swae lee""]",FALSE,18,Universal Records,2016-12-09,,2010s,FALSE
halsey,2019,"""Without Me""","""halsey""",FALSE,4,Astralwerks (ASW),2017-06-02,,2010s,FALSE
billie eilish,2019,"""Bad Guy""","""billie eilish""",TRUE,12,Darkroom/Interscope Records,2019-03-29,,2010s,TRUE
post malone,2019,"""Wow""","""post malone""",FALSE,18,Republic Records,2019-03-15,,2010s,TRUE
marshmello,2019,"""Happier""","[""marshmello"",""bastille""]",FALSE,6,Monstercat,2016-05-13,,2010s,FALSE
ariana grande,2019,"""7 Rings""","""ariana grande""",FALSE,21,Republic Records,2018-02-07,,2010s,TRUE
khalid,2019,"""Talk""","""khalid""",FALSE,7,"Right Hand Music Group, LLC/RCA Records",2017-04-27,,2010s,TRUE
travis scott,2019,"""Sicko Mode""","""travis scott""",FALSE,7,Cactus Jack / Epic,2018-08-03,,2010s,TRUE
jonas brothers,2019,"""Sucker""","""jonas brothers""",FALSE,4,dope moves digital / presidential productions,2017-10-16,,2010s,FALSE
panic! at the disco,2019,"""High Hopes""","""panic! at the disco""",FALSE,3,Decaydance/Fueled By Ramen,2016-01-15,,2010s,FALSE
ariana grande,2019,"""Thank U, Next""","""ariana grande""",FALSE,21,Republic Records,2019-02-08,,2010s,TRUE
lizzo,2019,"""Truth Hurts""","""lizzo""",TRUE,4,Nice Life/Atlantic,2019-04-17,,2010s,FALSE
sam smith,2019,"""Dancing with a Stranger""","[""sam smith"",""normani""]",FALSE,10,Def Jam Recordings,1992-07-28,,2010s,TRUE
shawn mendes,2019,"""Señorita""","[""shawn mendes"",""camila cabello""]",FALSE,11,"QUESTION EVERYTHING, INC. / EMPIRE",2017-06-09,,2010s,FALSE
ed sheeran,2019,"""I Don't Care""","[""ed sheeran"",""justin bieber""]",FALSE,16,Warner Music Group - X5 Music Group,2018-06-22,,2010s,FALSE
benny blanco,2019,"""Eastside""","[""benny blanco"",""halsey"",""khalid""]",FALSE,2,TeamSESH,2014-02-25,,2010s,FALSE
meek mill,2019,"""Going Bad""","[""meek mill"",""drake""]",FALSE,2,MMG/Atlantic,2018-11-29,,2010s,FALSE
lady gaga,2019,"""Shallow""","[""lady gaga"",""bradley cooper""]",FALSE,17,A Star is Born OST,2018-10-05,,2010s,FALSE
khalid,2019,"""Better""","""khalid""",FALSE,7,Darkroom,2018-04-19,,2010s,FALSE
chris brown,2019,"""No Guidance""","[""chris brown"",""drake""]",FALSE,24,Chris Brown Entertainment/RCA Records,2019-06-28,,2010s,TRUE
maroon 5,2019,"""Girls Like You""","[""maroon 5"",""cardi b""]",FALSE,25,Maverick,2004-07-23,,2010s,FALSE
ava max,2019,"""Sweet but Psycho""","""ava max""",TRUE,2,Atlantic Records,2019-03-04,,2010s,FALSE
dababy,2019,"""Suge""","""dababy""",TRUE,3,South Coast Music Group/Interscope Records,2019-03-01,,2010s,TRUE
j. cole,2019,"""Middle Child""","""j. cole""",FALSE,3,Roc Nation Records LLC,2014-12-09,,2010s,FALSE
lil baby,2019,"""Drip Too Hard""","[""lil baby"",""gunna""]",FALSE,11,"Quality Control Music, LLC",2018-05-18,,2010s,FALSE
lewis capaldi,2019,"""Someone You Loved""","""lewis capaldi""",TRUE,3,Vertigo Berlin,2018-11-08,,2010s,FALSE
lil tecca,2019,"""Ransom""","""lil tecca""",TRUE,1,Republic Records,2019-08-30,,2010s,TRUE
shawn mendes,2019,"""If I Can't Have You""","""shawn mendes""",FALSE,11,Arista,2002-06-11,,2010s,FALSE
post malone,2019,"""Goodbyes""","[""post malone"",""young thug""]",FALSE,18,Republic Records,2019-09-06,,2010s,TRUE
kodak black,2019,"""Zeze""","[""kodak black"",""travis scott"",""offset""]",FALSE,3,Atlantic Records,2018-10-11,,2010s,FALSE
post malone,2019,"""Better Now""","""post malone""",FALSE,18,Republic Records,2018-04-27,,2010s,TRUE
5 seconds of summer,2019,"""Youngblood""","""5 seconds of summer""",FALSE,4,Capitol,2018-04-12,,2010s,FALSE
drake,2019,"""Money in the Grave""","[""drake"",""rick ross""]",FALSE,43,Republic Records,2019-06-15,,2010s,TRUE
dan + shay,2019,"""Speechless""","""dan + shay""",FALSE,6,Warner Records,2018-05-18,,2010s,FALSE
ariana grande,2019,"""Break Up with Your Girlfriend, I'm Bored""","""ariana grande""",FALSE,21,Republic Records,2018-02-07,,2010s,TRUE
cardi b,2019,"""Please Me""","[""cardi b"",""bruno mars""]",FALSE,10,Atlantic/KSR,2019-02-14,,2010s,FALSE
cardi b,2019,"""Money""","""cardi b""",FALSE,10,Atlantic Records,2017-12-20,,2010s,FALSE
taylor swift,2019,"""You Need to Calm Down""","""taylor swift""",FALSE,36,Taylor Swift,2019-08-20,,2010s,FALSE
lil nas x,2019,"""Panini""","""lil nas x""",TRUE,4,Columbia,2019-06-21,,2010s,FALSE
a boogie wit da hoodie,2019,"""Look Back at It""","""a boogie wit da hoodie""",FALSE,3,Highbridge the Label / Atlantic Records,2018-12-07,,2010s,FALSE
21 savage,2019,"""A Lot""","""21 savage""",FALSE,3,"Slaughter Gang, LLC/Epic Records",2018-12-21,,2010s,FALSE
taylor swift,2019,"""Me!""","[""taylor swift"",""brendon urie""]",FALSE,36,"Big Machine Records, LLC",2017-11-10,,2010s,FALSE
bad bunny,2019,"""Mia""","[""bad bunny"",""drake""]",TRUE,12,OVO Sound,2018-10-11,,2010s,TRUE
polo g,2019,"""Pop Out""","[""polo g"",""lil tjay""]",TRUE,2,Columbia,2019-06-07,,2010s,FALSE
luke combs,2019,"""Beautiful Crazy""","""luke combs""",FALSE,17,River House Artists/Columbia Nashville,2018-06-01,,2010s,FALSE
blueface,2019,"""Thotiana""","""blueface""",TRUE,1,Fifth Amendment Entertainment/eOne Music,2018-12-18,,2010s,FALSE
juice wrld,2019,"""Lucid Dreams""","""juice wrld""",FALSE,6,Juice WRLD Mixtape / ISR P&D,2018-05-04,,2010s,FALSE
sheck wes,2019,"""Mo Bamba""","""sheck wes""",TRUE,1,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,2018-10-05,,2010s,TRUE
ed sheeran,2019,"""Beautiful People""","[""ed sheeran"",""khalid""]",FALSE,16,Atlantic Records UK,2019-06-28,,2010s,FALSE
gucci mane,2019,"""Wake Up in the Sky""","[""gucci mane"",""bruno mars"",""kodak black""]",FALSE,4,Guwop Enterprises/Atlantic,2018-09-13,,2010s,FALSE
morgan wallen,2019,"""Whiskey Glasses""","""morgan wallen""",TRUE,18,Big Loud,2018-04-27,,2010s,FALSE
blake shelton,2019,"""God's Country""","""blake shelton""",FALSE,7,Warner Records,2019-03-29,,2010s,FALSE
